"CodMat","CodFam","Descri","UniMat","CosMat","Desper","Provee","Consum","FecMat","Importado"
"ACE426","01","TUBO DE ACERO RECTANG. 300 X 100 X 7 MM ","kgf","2,62","5","","","4/5/2026 12:00:00 a. m.","False"
"ACE427","01","TUBO DE ACERO RECTANG. 320 X 120 X 7 MM ","kgf","2,72","5","","","4/5/2026 12:00:00 a. m.","False"
"ACE428","01","TUBO DE ACERO RECTANG. 350 X 170 X 9 MM ","kgf","2,62","5","","","4/5/2026 12:00:00 a. m.","False"
"ACE429","01","PERFIL/TUBO CIRCULAR ACERO 3"" X 2,25 MM ","kgf","2,84","3","","","4/5/2026 12:00:00 a. m.","False"
"ACE769","01","CABILLA*  S40 BAJA DENSIDAD D=1/4""  L= 6","pza","2,18","5","*PRECIO DE MERCADO P/RECONVERSION","","4/5/2026 12:00:00 a. m.","False"
"ACE770","01","ACERO ESTRUCTURAL PARA TORRES","kgf","1,48","5","","","4/5/2026 12:00:00 a. m.","False"
"ACE771","01","ANCLAJE PARA ESTRUCTURA DE TORRES","und","44,07","5","","","4/5/2026 12:00:00 a. m.","False"
"ACE772","01","CABILLA ESTRIADA N60 VARIOS DIAMETROS-ME","kgf","1,97","5","CABIPERCA","","4/5/2026 12:00:00 a. m.","False"
"ACE773","01","TORNILLERIA-PERNO ESTRUCTURAL A-325 C/TU","kgf","13,64","5","","","4/5/2026 12:00:00 a. m.","False"
"ACE774","01","TORNILLERIA.PERNO ESTRUCTURAL A-307 C/TU","kgf","13,64","5","","","4/5/2026 12:00:00 a. m.","False"
"ACE775","01","TORNILLERIA-PERNO ESTRUCTURAL A-307 C/TU","kgf","13,64","5","","","4/5/2026 12:00:00 a. m.","False"
"ACE776","01","MALLA ACERO TRUCKSON ELECTROSOLDADA 4""X4","kgf","2,77","5","MOTASA MOTA SANCHEZ Y CIA -DEPOSITO","","4/5/2026 12:00:00 a. m.","False"
"ACE777","01","MALLA ACERO TRUCKSON ELECTROSOLDADA 6""X6","kgf","2,72","5","MOTASA MOTA SANCHEZ Y CIA -DEPOSITO","","4/5/2026 12:00:00 a. m.","False"
"ACE778","01","PERFIL ACERO HEB 240 - 83,2 KG/M","kgf","3,28","3","","","4/5/2026 12:00:00 a. m.","False"
"ACE779","01","PERFIL ACERO HEB 260 - 93 KG/M","kgf","3,28","3","","","4/5/2026 12:00:00 a. m.","False"
"ACE780","01","PERNOS, ARANDELAS Y TUERCAS ESTRUCTURALE","kgf","13,01","5","","","4/5/2026 12:00:00 a. m.","False"
"ACE781","01","PLANCHA/LAMINA APOYO ACERO 250MM X250MM ","pza","14,31","3","","","4/5/2026 12:00:00 a. m.","False"
"ACE782","01","PERFIL ACERO HEB 280 - 103 KG/M","kgf","3,28","3","","","4/5/2026 12:00:00 a. m.","False"
"ACE783","01","PERFIL ACERO HEB 300 - 117 KG/M","kgf","3,87","3","","","4/5/2026 12:00:00 a. m.","False"
"ACE902","01","GUAYA DE ACERO D= 7/16"" 0,48 KG/M","m","6,62","5","","","4/5/2026 12:00:00 a. m.","False"
"ACE903","01","GUAYA DE ACERO D= 5/8"" (15,9 MM) 1,08 KG","m","14,25","5","","","4/5/2026 12:00:00 a. m.","False"
"ACE904","01","GUAYA DE ACERO D= 3/4"" (19,05 MM) 1,41 K","m","13,08","5","","","4/5/2026 12:00:00 a. m.","False"
"ACE905","01","GUAYA DE ACERO D= 7/8"" (22,23 MM) 1,92 K","m","20,14","5","","","4/5/2026 12:00:00 a. m.","False"
"ACE906","01","GUAYA DE ACERO D= 1"" (25,4 MM) 2,5 KG/M","m","24,79","5","","","4/5/2026 12:00:00 a. m.","False"
"ACE907","01","TUBO ACERO AL CARBONO C/COSTURA CC SCH 4","kgf","6,62","2","TUBOACERO, C.A","","4/5/2026 12:00:00 a. m.","False"
"ACE908","01","PERNO/RAMPLUG HILTI KB D=1/2"" X 3-3/4"" 9","pza","6,62","2","","","4/5/2026 12:00:00 a. m.","False"
"ACE909","01","PERFIL DE ACERO PROPERCA O SIMILAR","kgf","2,61","3","","","4/5/2026 12:00:00 a. m.","False"
"ACE910","01","PERFIL SOPORTE ESCALERILLAS ACERO GALV A","kgf","3,28","5","ARMCO VENEZOLANA C.A.","","4/5/2026 12:00:00 a. m.","False"
"ACE911","01","PERFIL TUBO D= 2"" L= 3M ACERO GALVANIZAD","pza","93,67","3","","","4/5/2026 12:00:00 a. m.","False"
"ACE912","01","PERFIL ACERO VP","kgf","2,72","3","","","4/5/2026 12:00:00 a. m.","False"
"ACE913","01","CODO DE ACERO AL CARBONO 45 GRADOS D=8""","pza","77,13","0","","","4/5/2026 12:00:00 a. m.","False"
"ACE914","01","FLEJE ACERO INOX. 1/2"" X 0.22MM P/ATAR-E","m","2,18","5","INDUSTRIAS DE FLEJES Y GRAPAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"ACE915","01","FLEJE ACERO INOX. 1/2"" X 0.22MM P/ATAR-E","kgf","5,54","5","INDUSTRIAS DE FLEJES Y GRAPAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"ACE916","01","HEBILLA-SELLO ACERO INOX. 1/2"" P/FLEJE-E","pza","0,7","5","INDUSTRIAS DE FLEJES Y GRAPAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"ARC022","07","BLOQUE TABELON ARCILLA 8 X 20 X 80 (6,20","pza","2,31","5","ALFARERIA VENEZUELA, C.A","","4/5/2026 12:00:00 a. m.","False"
"ARC023","07","BLOQUE* TABELON ARCILLA 8 X20X60 (8,33/M","pza","2,31","5","*PRECIO DE MERCADO P/RECONVERSION","","4/5/2026 12:00:00 a. m.","False"
"ARC024","07","BLOQUE TABELON ARCILLA 6 X 20 X 60 (8,33","pza","2,31","5","ALFARERIA VENEZUELA, C.A","","4/5/2026 12:00:00 a. m.","False"
"ARC025","07","LADRILLO ARCILLA HUECO DOBLE 11X11X24","pza","1,08","5","","","4/5/2026 12:00:00 a. m.","False"
"ARC026","07","LADRILLO MACIZO O.L DE ARCILLA 05X11X24","pza","1,38","5","","","4/5/2026 12:00:00 a. m.","False"
"ARC027","07","LADRILLO CRIOLLITO MACIZO DE ARCILLA 03X","pza","0,48","5","","","4/5/2026 12:00:00 a. m.","False"
"ARC028","07","LADRILLO ARCILLA PERFORADO DOBLE O.L 11X","pza","0,42","5","ALFARERIA VENEZUELA, C.A","","4/5/2026 12:00:00 a. m.","False"
"ARC029","07","LADRILLO ARCILLA PERFORADO 05X11X24 (64/","pza","0,42","5","ALFARERIA ALBA, C.A.","","4/5/2026 12:00:00 a. m.","False"
"ARC030","07","LADRILLO ARCILLA PERFORADO RAYADO 05X11X","pza","0,42","5","","","4/5/2026 12:00:00 a. m.","False"
"ARC031","07","LADRILLO ARCILLA TAPON MACIZO O.L 05X05X","pza","0,64","5","ALFARERIA VENEZUELA, C.A","","4/5/2026 12:00:00 a. m.","False"
"ARC032","07","TABLITA RAYADA 02X05X24 ARCILLA 64/M2","pza","0,26","5","ALFARERIA VENEZUELA, C.A","","4/5/2026 12:00:00 a. m.","False"
"ARC033","07","TABLITA PERFORADA ARCILLA 03X05X24 DOBLE","pza","0,48","5","ALFARERIA VENEZUELA, C.A","","4/5/2026 12:00:00 a. m.","False"
"ARC034","07","TABLITA ARCILLA DE TACO 03 X 06 X 24","pza","0,26","5","ALFARERIA VENEZUELA, C.A","","4/5/2026 12:00:00 a. m.","False"
"ARC035","07","LADRILLO ARCILLA PERFORADO REDONDO 05X11","pza","0,42","5","","","4/5/2026 12:00:00 a. m.","False"
"ARC036","07","BLOQUE ARCILLA VENTILACION 2 HUECOS 11X1","pza","1,18","5","ALFARERIA VENEZUELA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CON343","05","CONCRETO PREMEZCLADO F'C 310 KG/CM2 AS=3","m3","132,23","2","PREMEZCLADOS UNIVERSO C.A. MARACAY","","4/5/2026 12:00:00 a. m.","False"
"CON344","05","CONCRETO PREMEZCLADO F'C 310 KG/CM2 AS=5","m3","134,77","2","PREMEZCLADOS UNIVERSO C.A. MARACAY","","4/5/2026 12:00:00 a. m.","False"
"CON345","05","CONCRETO PREMEZCLADO F'C 310 KG/CM2 AS=5","m3","143,23","2","PREMEZCLADOS UNIVERSO C.A. MARACAY","","4/5/2026 12:00:00 a. m.","False"
"CON346","05","CONCRETO PREMEZCLADO F'C 310 KG/CM2 AS=7","m3","143,23","2","PREMEZCLADOS UNIVERSO C.A. MARACAY","","4/5/2026 12:00:00 a. m.","False"
"CON347","05","CONCRETO PREMEZCLADO F'C 330 KG/CM2 AS=3","m3","135,97","2","PREMEZCLADOS UNIVERSO C.A. MARACAY","","4/5/2026 12:00:00 a. m.","False"
"CON348","05","CONCRETO PREMEZCLADO F'C 330 KG/CM2 AS=5","m3","139,83","2","PREMEZCLADOS UNIVERSO C.A. MARACAY","","4/5/2026 12:00:00 a. m.","False"
"CON349","05","CONCRETO PREMEZCLADO F'C 330 KG/CM2 AS=5","m3","143,57","2","PREMEZCLADOS UNIVERSO C.A. MARACAY","","4/5/2026 12:00:00 a. m.","False"
"CON350","05","CONCRETO PREMEZCLADO F'C 330 KG/CM2 AS=7","m3","145,46","2","PREMEZCLADOS UNIVERSO C.A. MARACAY","","4/5/2026 12:00:00 a. m.","False"
"CON351","05","CONCRETO PREMEZCLADO F'C 350 KG/CM2 AS=3","m3","159,78","2","PREMEZCLADOS UNIVERSO C.A. MARACAY","","4/5/2026 12:00:00 a. m.","False"
"CON352","05","CONCRETO PREMEZCLADO F'C 350 KG/CM2 AS=5","m3","159,78","2","PREMEZCLADOS UNIVERSO C.A. MARACAY","","4/5/2026 12:00:00 a. m.","False"
"CON353","05","CONCRETO PREMEZCLADO F'C 350 KG/CM2 AS=5","m3","159,78","2","PREMEZCLADOS UNIVERSO C.A. MARACAY","","4/5/2026 12:00:00 a. m.","False"
"CON354","05","CONCRETO PREMEZCLADO F'C 350 KG/CM2 AS=7","m3","170,8","2","PREMEZCLADOS UNIVERSO C.A. MARACAY","","4/5/2026 12:00:00 a. m.","False"
"CON355","05","CONCRETO PREMEZCLADO F'C 380 KG/CM2 AS=3","m3","165,32","2","PREMEZCLADOS UNIVERSO C.A. MARACAY","","4/5/2026 12:00:00 a. m.","False"
"CON356","05","CONCRETO PREMEZCLADO F'C 380 KG/CM2 AS=5","m3","146,52","2","PREMEZCLADOS UNIVERSO C.A. MARACAY","","4/5/2026 12:00:00 a. m.","False"
"CON357","05","CONCRETO PREMEZCLADO F'C 380 KG/CM2 AS=5","m3","198,38","2","CONCRETOS CARDENAL CA BARQUISIMETO","","4/5/2026 12:00:00 a. m.","False"
"CON358","05","CONCRETO PREMEZCLADO F'C 380 KG/CM2 AS=7","m3","176,32","2","PREMEZCLADOS UNIVERSO C.A. MARACAY","","4/5/2026 12:00:00 a. m.","False"
"CON359","05","CONCRETO PREMEZCLADO F'C 80 KG/CM2 AS=3""","m3","87,07","2","GRUPO MIXER / CONCRETO/ MARACAIBO","","4/5/2026 12:00:00 a. m.","False"
"CON360","05","CONCRETO PREMEZCLADO F'C 80 KG/CM2 AS=5""","m3","88,17","2","GRUPO MIXER / CONCRETO/ MARACAIBO","","4/5/2026 12:00:00 a. m.","False"
"CON361","05","CONCRETO PREMEZCLADO F'C 100 KG/CM2 AS=3","m3","80,47","2","ARQUINT C.A. - PREMEZCLADOS","","4/5/2026 12:00:00 a. m.","False"
"CON362","05","CONCRETO PREMEZCLADO F'C 100 KG/CM2 AS=5","m3","92,15","2","GRUPO MIXER / CONCRETO/ MARACAIBO","","4/5/2026 12:00:00 a. m.","False"
"CON363","05","CONCRETO PREMEZCLADO F'C 120 KG/CM2 AS=3","m3","91,46","2","GRUPO MIXER / CONCRETO/ MARACAIBO","","4/5/2026 12:00:00 a. m.","False"
"CON364","05","CONCRETO PREMEZCLADO F'C 120 KG/CM2 AS=5","m3","95,21","2","GRUPO MIXER / CONCRETO/ MARACAIBO","","4/5/2026 12:00:00 a. m.","False"
"CON365","05","CONCRETO PREMEZCLADO F'C 150 KG/CM2 AS=3","m3","96,98","2","GRUPO MIXER / CONCRETO/ MARACAIBO","","4/5/2026 12:00:00 a. m.","False"
"CON366","05","CONCRETO PREMEZCLADO F'C 150 KG/CM2 AS=5","m3","100,73","2","GRUPO MIXER / CONCRETO/ MARACAIBO","","4/5/2026 12:00:00 a. m.","False"
"CON367","05","HABILIT PLTA CONCRETO PREMEZCLADO 3","xdía","221,49","0","IND. VENEZOLANA DE CEMENTO INVECEM","","4/5/2026 12:00:00 a. m.","False"
"CON368","05","HABILIT PLTA CONCRETO PREMEZCLADO 3-SABA","xdía","221,49","0","IND. VENEZOLANA DE CEMENTO INVECEM","","4/5/2026 12:00:00 a. m.","False"
"CON369","05","HABILT. PTA CONCRETO PREMEZCLADO 1 DOMIN","xdía","243,51","0","GRUPO MIXER / CONCRETO/ MARACAIBO","","4/5/2026 12:00:00 a. m.","False"
"CON370","05","HABILIT PLTA CONCRETO PREMEZCLADO 1-SABA","xdía","250,13","0","GRUPO MIXER / CONCRETO/ MARACAIBO","","4/5/2026 12:00:00 a. m.","False"
"CON371","05","HABILIT PLTA CONCRETO PREMEZCLADO 2-SABA","xdía","277,69","0","PROVEEDOR CONCRETO INVESTIGACION","","4/5/2026 12:00:00 a. m.","False"
"CON372","05","HABILIT PLTA CONCRETO PREMEZCLADO 2-DOMI","xdía","330,58","0","PROVEEDOR CONCRETO INVESTIGACION","","4/5/2026 12:00:00 a. m.","False"
"ACA164","05","LAMINA PLYCEM 3.05 X1.22 E= 8MM FIBROCEM","lam","77,09","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA165","05","LAMINA PLYCEM 2.44X1.22 E=8MM FIBROCEMEN","lam","59,09","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA166","05","LAMINA PLYCEM 3.05 X1.22 E=11MM FIBROCEM","lam","96,06","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA167","05","LAMINA PLYCEM 2.44X1.22 E=11MM FIBROCEME","lam","91,3","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA168","05","LAMINA PLYCEM 3.05 X1.22 E=14MM FIBROCEM","lam","120,27","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA169","05","LAMINA PLYCEM 2.44X1.22M E=14MM FIBROCEM","lam","96,66","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA170","05","LAMINA PLYCEM 3.05 X1.22 E=17MM FIBROCEM","lam","142,6","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA171","05","LAMINA PLYCEM 2.44 X1.22 E=17MM FIBROCEM","lam","112,19","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA172","05","LAMINA PLYCEM 3.05X1.22 E=20MM FIBROCEME","lam","167,78","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA173","05","LAMINA PLYCEM 2.44X1.22M E=20 MM FIBROCE","lam","175,19","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA174","00","PIEDRATEJA 0.61 X 0.83 (ROJO Y VERDE)","lam","4,41","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA175","00","PIEDRATEJA 1.16 X 0.83 (ROJO Y VERDE)","lam","8,81","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA176","00","PIEDRATEJA 1.50 X 0.83  (ROJO Y VERDE)","lam","9,88","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA177","00","PIEDRATEJA 1.83 X 0.83  (ROJO Y VERDE)","lam","12,13","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA178","00","PIEDRATEJA 2.14 X 0.83  (ROJO Y VERDE)","lam","15,23","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA179","00","CINTA REFORZADA","m","0,16","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA180","01","TORNILLO PUNTA BROCA P/FIBROCEMENTO/PLYC","pza","0,13","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA181","01","TORNILLO AVELLANADOR FIBROCEMENTO/PLYCEM","pza","0,11","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA182","02","LAMINA YESO RH 4' X 8' X1/2"" 1,2 X 2,4M ","lam","30,63","5","FERREPLUS","","4/5/2026 12:00:00 a. m.","False"
"ACA183","05","LAMINA FIBROCEM. 2,44X1,22 X 8MM ETERNIT","lam","63,47","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA184","00","ESQUINERO METALICO 1 1/4"" X 10' - 2,44M ","pza","2,72","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA185","00","RAMPLUG PLASTICO  3/8"" COLOR NARANJA","pza","0,21","2","","","4/5/2026 12:00:00 a. m.","False"
"ACA186","02","MASTIQUE/MASILLA PARA GRANITO O MARMOL","gln","71,65","5","MATO SUPLIDORES C.A.","","4/5/2026 12:00:00 a. m.","False"
"ACA187","01","TORNILLO P/TABIQUES DRY WALL 6 X 2""","pza","0,06","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA188","01","TORNILLO P/TABIQUE DRY WALL 6 X 1 1/4"" -","caj","5,54","5","MATO SUPLIDORES C.A.","","4/5/2026 12:00:00 a. m.","False"
"ACA189","01","TORNILLO P/TABIQUE DRY WALL 6 X 1 1/2"" -","caj","6,62","5","MATO SUPLIDORES C.A.","","4/5/2026 12:00:00 a. m.","False"
"ACA190","01","TORNILLO P/TABIQUE DRY WALL - CAJA 100","caj","5,54","5","MATO SUPLIDORES C.A.","","4/5/2026 12:00:00 a. m.","False"
"ACA191","01","TORNILLO BROCA 1 1/4"" P/FIBROCEMENTO-PLY","pza","0,21","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA192","01","TORNILLO BROCA P/FIBROCEM-PLYCEM 12 X 1 ","pza","0,16","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA193","00","MATERIALES PARA INSTALACION","sg","2,18","0","","","4/5/2026 12:00:00 a. m.","False"
"ACA194","16","SEPARADOR DOBLE P/BLOQUE/LADRILLO VIDRIO","pza","0,85","2","MATO SUPLIDORES C.A.","","4/5/2026 12:00:00 a. m.","False"
"ACA195","00","ESQUINERO PLASTICO RIGIDO 8' /2,44 MT","pza","3,41","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA196","00","ESQUINERO PLASTICO RIGIDO 10' / 3,05 MT","pza","3,87","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA197","02","BOCA DE VISITA P/ DRY WALL 10 X 15 CM- B","pza","8,81","2","EPA CARACAS - LOS RUICES","","4/5/2026 12:00:00 a. m.","False"
"ACA198","02","BOCA DE VISITA P/ DRY WALL 20 X 20 CM- B","pza","13,22","0","EPA CARACAS - LOS RUICES","","4/5/2026 12:00:00 a. m.","False"
"ACA199","02","BOCA DE VISITA P/ DRY WALL 56 X 56 CM- B","pza","49,09","0","EPA CARACAS - LOS RUICES","","4/5/2026 12:00:00 a. m.","False"
"ACA200","01","FULMINANTE P/PISTOLA DE FIJACION CAL 22","pza","0,65","3","","","4/5/2026 12:00:00 a. m.","False"
"ACA201","05","LAMINA FIBROCEMENTO TIPO PLYCEM O SIM","kgf","2,39","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA202","00","REVESTIMIENTO PARED/PISO CON CERAMICA DE","m2","48,24","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA203","00","REVESTIMIENTO PARED MORTERO BASE CAL ACA","m2","15,4","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA204","02","MASTIQUE NACIONAL (PASTA PROFESIONAL) 4 ","paila","46,29","5","EPA SUPER-FERRETERIA","","4/5/2026 12:00:00 a. m.","False"
"ACA205","15","PUERTA DE ALUMINIO","m2","93,67","0","ALUMINIOS MARIPEREZ","","4/5/2026 12:00:00 a. m.","False"
"ACA206","01","LAMINA GALVANIZADA C/POLIRETANO EXPANDID","m2","18,73","5","FERRETERIA VALCRO C.A. - CARACAS","","4/5/2026 12:00:00 a. m.","False"
"ACA207","01","LAMINA GALV C/POLIRETANO EXPANDIDO E=1"" ","m2","11,02","5","FERRETERIA VALCRO C.A. - CARACAS","","4/5/2026 12:00:00 a. m.","False"
"ACA208","01","TORNILLO P/TABIQUES DRY WALL CON EST. MA","pza","0,11","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA209","05","KIT P/ACABADO PARED DE MICROCEMENTO /6 M","jgo","132,23","2","","","4/5/2026 12:00:00 a. m.","False"
"ACA210","05","KIT PARA PISO DE MICROCEMENTO PARA 6 M2","jgo","143,23","2","","","4/5/2026 12:00:00 a. m.","False"
"ACA211","05","KIT PARA PISO DE MICROCEMENTO","m2","23,89","2","","","4/5/2026 12:00:00 a. m.","False"
"ACA213","01","PERFIL OMEGA X3.05 M DRY WALL/PLYCEM CAL","pza","8,81","5","EPA SUPER-FERRETERIA","","4/5/2026 12:00:00 a. m.","False"
"ACA214","15","PERFIL DE ACERO TIPO ""C"" P/PLYCEM CAL 24","m","8,81","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA215","01","PERFIL OMEGA X3.05 M DRY WALL/PLYCEM CAL","pza","12,13","5","EPA SUPER-FERRETERIA","","4/5/2026 12:00:00 a. m.","False"
"ACA216","15","PERFIL DE ACERO TIPO ""C"" P/PLYCEM CAL 20","m","4,41","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA217","00","LAMINA PVC P/PISO  3 MM 1,22X2,44M","lam","44,07","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA218","00","LAMINA P/PISO  PVC 3 MM 1,22X2,44M COLOR","lam","77,13","5","","","4/5/2026 12:00:00 a. m.","False"
"ACA220","02","LAMINA DE YESO P/CIELO RASO DE 4'  X  2'","m2","9,2","5","MATO SUPLIDORES C.A.","","4/5/2026 12:00:00 a. m.","False"
"ACE000","01","PELDAÑO ACERO GRILL GALV 1,2 X 0,265 M X","pza","92,57","5","ACERO GRILL C.A.","","4/5/2026 12:00:00 a. m.","False"
"ACE001","01","ALAMBRE DE PUAS GALVANIZADO C-16,5 P= 0.","m","0,25","5","","","4/5/2026 12:00:00 a. m.","False"
"ACE002","01","ALAMBRE* LISO GALVANIZADO CAL 18 PMVP","kgf","4,97","5","*PRECIO DE MERCADO P/RECONVERSION","","4/5/2026 12:00:00 a. m.","False"
"ACE003","01","ALAMBRE LISO GALVANIZADO CAL. 12","kgf","5,54","5","","","4/5/2026 12:00:00 a. m.","False"
"ACE004","01","MALLA ACERO SEN SEN RIPLEX P/FALSO FRISO","pza","15,4","5","EPA SUPER-FERRETERIA","","4/5/2026 12:00:00 a. m.","False"
"ACE005","01","ALAMBRE REDONDO GALVANIZADO P/ATAR Nº 6","m","0,74","5","CENTRO ELEC C.A","","4/5/2026 12:00:00 a. m.","False"
"ACE006","01","ALAMBRE ACERO TREFILADO STANDARD D= 5.2 ","kgf","4,86","5","","","4/5/2026 12:00:00 a. m.","False"
"ACE007","01","ALAMBRON ESTRIADO D=5.2 MM X 6M 1KG/PZA","kgf","3,87","5","","","4/5/2026 12:00:00 a. m.","False"
"ACE008","01","ANGULO ACERO 100 X 100 X 8 MM 12,20 K/M","kgf","3,41","5","","","4/5/2026 12:00:00 a. m.","False"
"ACE009","01","ANGULOS Y PLANCHAS ACERO PARA ATRIL","sg","13,22","0","","","4/5/2026 12:00:00 a. m.","False"
"ACE010","01","APOYOS PARA VIGAS DE ACERO IPN","kgf","3,28","3","","","4/5/2026 12:00:00 a. m.","False"
"ACE011","01","ARANDELA DE ACERO PARA FIJACION/ TORNILL","kgf","4,97","5","","","4/5/2026 12:00:00 a. m.","False"
"ACE012","01","BASE/ PLANCHA DE ACERO 40 X 50 CM E=2 CM","pza","165,32","5","","","4/5/2026 12:00:00 a. m.","False"
"ACE013","01","CABILLA*  D=3/4"" FY=4200 KGF/CM2  2,237 ","kgf","1,96","5","*PRECIO DE MERCADO P/RECONVERSION","","4/5/2026 12:00:00 a. m.","False"
"ACE014","01","CABILLA*  D=5/8"" FY=4200 KGF/CM2   1.554","kgf","1,82","5","*PRECIO DE MERCADO P/RECONVERSION","","4/5/2026 12:00:00 a. m.","False"
"ACE015","01","CABILLA*  D=7/8"" FY=4200 KGF/CM2  3.044 ","kgf","1,65","5","*PRECIO DE MERCADO P/RECONVERSION","","4/5/2026 12:00:00 a. m.","False"
"ACE016","01","CABILLA D=5/8"" X 50 CMS C/PUNTA ROSCADA ","pza","3,28","5","CABIPERCA","","4/5/2026 12:00:00 a. m.","False"
"ACE017","01","CABILLA ESTRIADA D=1/4"" FY=4200 KGF/CM2 ","kgf","1,97","5","CABIPERCA","","4/5/2026 12:00:00 a. m.","False"
"ACE018","01","CABILLA*  D=1"" FY=4200 KGF/CM2  3.997 K/","kgf","1,65","5","*PRECIO DE MERCADO P/RECONVERSION","","4/5/2026 12:00:00 a. m.","False"
"ACE019","01","CABILLA*  D=3/8"" FY=4200 KGF/CM2 0,559 K","kgf","2,18","5","FERRETERIA VALCRO C.A. - CARACAS","","4/5/2026 12:00:00 a. m.","False"
"ACE020","01","ACERO PARA JUNTAS ESPECIALES EN PUENTES","kgf","3,41","5","","","4/5/2026 12:00:00 a. m.","False"
"ACE021","01","CABILLA*  D=1/2"" FY=4200 KGF/CM2 0,994 K","kgf","1,86","5","FERRETERIA VALCRO C.A. - CARACAS","","4/5/2026 12:00:00 a. m.","False"
"ACE022","01","CABILLA ESTRIADA D=3/8"" A 1"" FY=4200 KGF","kgf","2,44","5","CABIPERCA","","4/5/2026 12:00:00 a. m.","False"
"ACE023","15","MARCO* HIERRO P/PUERTA BISAG E=10 CM /1,","m","12,8","5","*PRECIO DE MERCADO P/RECONVERSION","","4/5/2026 12:00:00 a. m.","False"
"ACE024","01","PERFIL DE ACERO IPE 220 - 26,2 KG/M","kgf","3,07","5","","","4/5/2026 12:00:00 a. m.","False"
"ACE025","01","PERFIL DE ACERO IPE 240 - 30,7 KG/M","kgf","3,07","5","","","4/5/2026 12:00:00 a. m.","False"
"ACE026","01","CABILLA ESTRIADA N60 FY=4200K/CM2 #","kgf","2,07","5","CABIPERCA","","4/5/2026 12:00:00 a. m.","False"
"ACE027","01","CABILLA ESTRIADA FY=4200 KGF/CM2 D= > 5/","kgf","2,18","5","","","4/5/2026 12:00:00 a. m.","False"
"ACE028","01","CABILLA ESTRIADA D = < 1/2 "" FY=4200 KGF","kgf","1,97","5","CABIPERCA","","4/5/2026 12:00:00 a. m.","False"
"ACE029","01","PERFIL DE ACERO IPE 360 - 57,1 KG/M","kgf","3,07","5","","","4/5/2026 12:00:00 a. m.","False"
"ACE030","01","TUBO DE ACERO-CARB CC SCH40 D=3"" E=5,49M","m","66,14","1","COMTUBYCO, C.A","","4/5/2026 12:00:00 a. m.","False"
"ACE031","01","TUBO ACERO-CARB CC SCH40 D=2 1/2"" E=5,16","m","49,54","1","SUMINISTROS LAMARCO, C.A","","4/5/2026 12:00:00 a. m.","False"
"ACE032","01","TUBO ACERO-CARBONO CC SCH 40 D=2"" E=3,91","m","39,67","1","SUMINISTROS LAMARCO, C.A","","4/5/2026 12:00:00 a. m.","False"
"ACE033","01","CABILLA*  D=1 3/8"" FY=4200 KGF/CM2 - 7.9","kgf","1,82","5","*PRECIO DE MERCADO P/RECONVERSION","","4/5/2026 12:00:00 a. m.","False"
"ACE034","01","PERFIL PROPERCA VP 100 X 5.35 ESTANDARD","kgf","2,57","3","LUMETAL C.A. (LOSACERO)","","4/5/2026 12:00:00 a. m.","False"
"ACE035","01","CABILLA / BARRA LISA D=1/2"" (0.9 KG/M)","kgf","2,18","5","CABIPERCA","","4/5/2026 12:00:00 a. m.","False"
"ACE036","01","CABILLA / BARRA LISA D=7/8"" (3.05 K/M)","kgf","2,18","5","CABIPERCA","","4/5/2026 12:00:00 a. m.","False"
