"CodEqu","CodFam","Descri","CosEqu","CosDia","Deprec","Transp","FecEqu","Dep01","Provee","Man01","Rep01","TipEqu"
"ALB176","00","MARTILLO TIPO BUJARDA","110,11","","0,01","","4/5/2026 12:00:00 a. m.","1","FERRETERIA DEL ESTE S.A.","","",""
"ALB177","00","MESA-BANCO PARA CARPINTERIA","38,55","","0,03","","4/5/2026 12:00:00 a. m.","1","ARFESA ARAGUA FERRETERA S.A.","","",""
"ALB178","00","MESA-BANCO P/ALBAÑIL EN MADERA 1,50 X 0,","49,5","","0,03","","4/5/2026 12:00:00 a. m.","1","ARFESA ARAGUA FERRETERA S.A.","","",""
"ALB179","00","MESA PARA CABILLERO EN MADERA 1,50 X 6 M","44,03","","0,03","","4/5/2026 12:00:00 a. m.","1","ARFESA ARAGUA FERRETERA S.A.","","",""
"ALB180","00","MESA- BANCO PARA HERRERIA","247,73","","0,03","","4/5/2026 12:00:00 a. m.","1","ARFESA ARAGUA FERRETERA S.A.","","",""
"ALB181","00","PISTOLA PARA CALAFATEO (RELLENAR)","30,82","","0,02","","4/5/2026 12:00:00 a. m.","1","ARFESA ARAGUA FERRETERA S.A.","","",""
"ALB182","00","JUEGO DE PUNZONES P/PONCHADO","99,12","","0,01","","4/5/2026 12:00:00 a. m.","1","ARFESA ARAGUA FERRETERA S.A.","","",""
"ALB183","00","SERRUCHO PARA CORTES ESPECIALES","38,55","","0,02","","4/5/2026 12:00:00 a. m.","1","ARFESA ARAGUA FERRETERA S.A.","","",""
"ALB184","00","TAMBOR / PIPOTE DE 200 LTS","110,11","","0,02","","4/5/2026 12:00:00 a. m.","1","","","",""
"ALB185","00","GRAPADORA INDUSTRIAL MANUAL","88,1","","0,008","","4/5/2026 12:00:00 a. m.","1","","","",""
"ALB186","00","GRAPADORA INDUSTRIAL ELECTRICA","418,42","","0,008","","4/5/2026 12:00:00 a. m.","1","","","",""
"ALB187","00","HOJA DE SEGUETA","5,53","","0,104546","","4/5/2026 12:00:00 a. m.","1","","","",""
"ALB188","00","JUEGO DE MECHAS PARA TALADRO (MADERA)","44,03","","0,03","","4/5/2026 12:00:00 a. m.","1","","","",""
"ALB189","00","JUEGO DE MECHAS PARA TALADRO (METAL)","46,25","","0,03","","4/5/2026 12:00:00 a. m.","1","","","",""
"ALB190","00","CUCHARA PLANA IMPORTADA ALBAÑILERIA","19,82","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"ALB191","00","SIERRA MANUAL PARA CORTAR DRYWALL","27,53","","0,008","","4/5/2026 12:00:00 a. m.","1","EPA SUPERFERRETERIA","","",""
"ALB192","00","TIJERA PARA CORTE RECTO","42,48","","0,005","","4/5/2026 12:00:00 a. m.","1","FERRETOTAL CARACAS C.A. / SAVAKE","","",""
"ALB193","00","EXACTO PARA CORTAR","27,53","","0,005","","4/5/2026 12:00:00 a. m.","1","FERRETOTAL CARACAS C.A. / SAVAKE","","",""
"ALB194","00","BARRENADORA MANUAL HOYADORA P/HOYOS PEQU","4,4","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"ALB195","00","MANDARRIA  (SLEDGE HAMMER)","3,28","","1","","4/5/2026 12:00:00 a. m.","1","ARFESA ARAGUA FERRETERA S.A.","","",""
"ALB196","00","MARTILLO TIPO CARPINTERO CABO DE FIBRA I","88,1","","0,01","","4/5/2026 12:00:00 a. m.","1","FERRETERIA DEL ESTE S.A.","","",""
"ALB197","00","MARTILLO TIPO BOLA STANLEY O SIM IMPORTA","35,2","","0,01","","4/5/2026 12:00:00 a. m.","1","FERRETERIA DEL ESTE S.A.","","",""
"ALB198","00","PALA PUNTA RECTANGULAR BRONCE ANTICHISPA","220,22","","0,011","","4/5/2026 12:00:00 a. m.","1","FERRETERIA DEL ESTE S.A.","","",""
"ALB199","00","GUANTES PARA CONSTRUCCION (PAR)","12,12","","0,1","","4/5/2026 12:00:00 a. m.","1","","","",""
"ALB200","00","BARRENADORA MECANICA AHOYADORA-HOYADORA ","440,44","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"ALB201","00","CARRETILLA DE 180 LITROS RUEDA DE GOMA","616,62","","0,02","","4/5/2026 12:00:00 a. m.","1","","","",""
"ALB202","00","TOBO DE GOMA PARA ALBAÑIL","16,71","","0,067","","4/5/2026 12:00:00 a. m.","1","","","",""
"ALB203","00","MARTILLO CABEZA DE GOMA STANLEY O SIM","27,53","","0,03","","4/5/2026 12:00:00 a. m.","1","","","",""
"ALB204","00","PLOMADA BRONCE 450 GRAMOS","73,79","","0,01","","4/5/2026 12:00:00 a. m.","1","FERRETOTAL CARACAS C.A. / SAVAKE","","",""
"ALB205","00","PLOMADA PARA TOPOGRAFO 22 ONZAS","33,06","","0,01","","4/5/2026 12:00:00 a. m.","1","FERRETOTAL CARACAS C.A. / SAVAKE","","",""
"ALB206","00","SEGUETA PARA HOJA DE 18""","55,06","","0,025","","4/5/2026 12:00:00 a. m.","1","FERRETERIA DEL ESTE S.A.","","",""
"ALB207","00","HOJA PARA SEGUETA DE 18""","12,12","","0,025","","4/5/2026 12:00:00 a. m.","1","FERRETERIA DEL ESTE S.A.","","",""
"ALB208","00","BARRENADORA AHOYADORA/HOYADORA ELECTRICA","671,69","","0,02","","4/5/2026 12:00:00 a. m.","1","","","",""
"ALB209","00","RANURADOR ELECTRICO PARED P/TUBERIAS HAS","1651,67","","0,008","","4/5/2026 12:00:00 a. m.","1","","","",""
"ALB210","00","ESCORFINA /LIMA PARA MADERA O PLYCEM","20,89","","0,03","","4/5/2026 12:00:00 a. m.","1","","","",""
"ALB211","00","GRAPADORA INDUSTRIAL NEUMATICA","275,29","","0,008","","4/5/2026 12:00:00 a. m.","1","","","",""
"ALB212","00","ATORNILLADOR ELECTRICO POTENTE","275,29","","0,015","","4/5/2026 12:00:00 a. m.","1","RAPIDFIX COMERCIALIZADORA CA /AKI","","",""
"ALB213","00","HERRAMIENTAS MENORES","13,21","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"ALB214","00","HERRAMIENTAS PARA MECANICO","27,53","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"ALB215","00","PISTOLA DE EXPANSION","71,59","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"ALB216","00","PISTOLA DE FIJACION","16,49","","1","","4/5/2026 12:00:00 a. m.","1","HILTI VENEZUELA S.A.","","",""
"ALB217","00","MARTILLO CON FORRO ANTIVIBRACION","66,09","","0,01","","4/5/2026 12:00:00 a. m.","1","FERRETERIA DEL ESTE S.A.","","",""
"ALB219","00","PINZA ALICATE P/NIVELACION CERAMICA PORC","11,01","","0,033","","4/5/2026 12:00:00 a. m.","1","","","",""
"ALB220","00","CORTADORA DE CERAMICA TS-60 C/MALETA","660,67","","0,02","","4/5/2026 12:00:00 a. m.","1","FERRETERIA DEL ESTE S.A.","","",""
"ALB221","00","DISPENSADOR DE EPOXICO HILTI HDE 500 A B","495,52","","0,02","","4/5/2026 12:00:00 a. m.","1","HILTI VENEZUELA S.A.","","",""
"ALB222","00","MEZCLADOR DE BAJA REVOLUCION","49,5","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"ARB001","00","EQUIPO PARA SIEMBRA","2,18","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"ARB002","00","HACHA DE 3,5 LIBRAS","66,09","","0,02","","4/5/2026 12:00:00 a. m.","1","","","",""
"ARB003","00","HERRAMIENTAS PARA DEFORESTACION A MANO","110,11","","0,09","","4/5/2026 12:00:00 a. m.","1","","","",""
"ARB004","00","MOTOSIERRA PEQUEÑA A GASOLINA","16,49","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"ARB005","00","SIERRA ELECTRICA CIRCULAR DE MANO","11,01","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"ARB007","00","MACHETE ROZADOR DE 22""","22,01","","0,01","","4/5/2026 12:00:00 a. m.","1","EPA SUPERFERRETERIA","","",""
"ARB008","00","EQUIPOS MENORES PARA DEFORESTACION","6,61","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"ARB009","00","EQUIPO PARA CORTE DE VEGETACION MANUAL","5,53","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"ARB010","00","ARNES SEGURIDAD P/TRABAJO EN ALTURA 1 JG","7,69","","1","","4/5/2026 12:00:00 a. m.","1","DM Y ESTRUCTURAS C.A. (Andamios)","","",""
"ARB011","00","CORTADORA DE GRAMA 5.0 HP C/MOTOR A GASO","2202,2","","0,03","","4/5/2026 12:00:00 a. m.","1","","","",""
"ARB012","00","MACHETE LINIERO DE 22""","18,71","","0,011","","4/5/2026 12:00:00 a. m.","1","FERRETERIA DEL ESTE S.A.","","",""
"ARB013","00","PODADORA DE GRAMA A GASOLINA IMPORTADA","110,11","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"ARB014","00","RASTRILLO DE 16 DIENTES METALICO","23,11","","0,04","","4/5/2026 12:00:00 a. m.","1","EPA SUPERFERRETERIA","","",""
"ARB015","00","TIJERA DE PODAR DE 20""","66,09","","0,04","","4/5/2026 12:00:00 a. m.","1","EPA SUPERFERRETERIA","","",""
"ARB016","00","HACHA GRANDE","71,59","","0,02","","4/5/2026 12:00:00 a. m.","1","FERRETOTAL CARACAS C.A. / SAVAKE","","",""
"ARB017","00","HACHA TRAMONTINA DE 3,5 LBS C/CABO","82,58","","0,02","","4/5/2026 12:00:00 a. m.","1","FERRETOTAL CARACAS C.A. / SAVAKE","","",""
"ARB018","00","FORMON P/MADERA CARPINTERIA","19,82","","0,03","","4/5/2026 12:00:00 a. m.","1","","","",""
"ARB019","00","JUEGO DE FORMONES P/MADERA CARPINTERIA","23,11","","0,03","","4/5/2026 12:00:00 a. m.","1","","","",""
"ARB213","00","SIERRA ELECTRICA CIRCULAR DE DISCO P/MAN","330,32","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"ASF001","00","CAMION ROSCO IMPRIMADOR ASFALTO","495,52","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"ASF002","00","CAMION CON IMPRIMADOR ROSCO","38648,94","","0,0042","","4/5/2026 12:00:00 a. m.","1","","","",""
"ASF003","00","CORTADORA DE ASFALTO/CONCRETO","385,41","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"ASF004","00","CAMION F-8000 CON EQUIPO DE ENGRASE","165166,42","","0,0032","","4/5/2026 12:00:00 a. m.","1","","","",""
"ASF005","00","HERRAMIENTAS P/COLOCAR CONCRETO ASFALTIC","77,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"ASF006","00","FINISHER PARA ASFALTO CAT. MOD. AP 200 B","85886,56","","0,0025","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"ASF007","00","FINISHER PAVIMENTADORA CAT AP 800C O SIM","1761,79","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"ASF008","00","GUILLOTINA PARA CORTE DE ASFALTO","330,32","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"ASF009","00","HERRAMIENTAS MENORES P/COLOCACION ASFALT","330,32","","0,04","","4/5/2026 12:00:00 a. m.","1","","","",""
"ASF010","00","HERRAMIENTAS PARA COLOCACION DE ASFALTO","44,03","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"ASF011","00","HERRAMIENTAS PARA COLOCACION DE IMPRIMAC","77,06","","0,05","","4/5/2026 12:00:00 a. m.","1","","","",""
"ASF012","00","MAQUINA DE CORTAR ASFALTO-CONCRETO","71572,12","","0,008","","4/5/2026 12:00:00 a. m.","1","","","",""
"ASF013","00","MAQUINA MEZCLADORA Y COLOCADORA DE SLURR","19819,96","","0,003","","4/5/2026 12:00:00 a. m.","1","","","",""
"ASF014","00","MINIFINISHER PARA ASFALTO LEE BOY MOD 90","48448,82","","0,00357","","4/5/2026 12:00:00 a. m.","1","","","",""
"ASF015","00","MOTOBARREDORA SUCCIONADORA DE AIRE JOHNS","15966,12","","0,0022","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"ASF016","00","PALIN ROMPEASFALTO PARA MARTILLO","990,99","","0,009","","4/5/2026 12:00:00 a. m.","1","","","",""
"ASF017","00","PERFILADORA DE ASFALTO WIRTGEN 1000 VC","12379,82","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"ASF018","00","PLANTA MEZCLADORA DE ASFALTO 250 TON","349051,74","","0,003785","","4/5/2026 12:00:00 a. m.","1","","","",""
"ASF019","00","FRESADORA DE ASFALTO WIRTGEN 100C O SIMI","28628,83","","0,00551","","4/5/2026 12:00:00 a. m.","1","","","",""
"ASF020","00","PERFORADORA CORE DRILL - EXCLUYE BROCA","110,11","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"ASF021","00","PUNTA P/ASFALTO (PALA 5"") MARTILLO NEUMA","104,59","","0,012","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS LARMAQ C.A.","","",""
"ASF022","00","RECUPERADORA DE ASFALTO CATERPILLAR RR-2","3303,33","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"ASF023","00","REGADOR DE ASFALTO CAP=600 GL MEPRE O SI","3793,82","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"ASF024","00","REGADOR DE ASFALTO CAP=600GL","5791,46","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"ASF025","00","TANQUE PARA EMULSION ASFALTICA (10.000 L","2752,78","","0,001","","4/5/2026 12:00:00 a. m.","1","","","",""
"ASF026","00","CADA MM DESGASTE BROCA DIAMANTE CORE DRI","9,88","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"ASF027","00","COMPACTADORA CAUCHOS/NEUMATICOS TAMPO","385,41","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"ASF028","00","MEDIDOR MANUAL PARA ESPESOR DE ASFALTO","55,06","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"ASF204","00","PALIN/CHICURA RASPADOR TRUPER O SIM","50,69","","0,009","","4/5/2026 12:00:00 a. m.","1","","","",""
"ASF205","00","PALIN MINERO","27,53","","0,009","","4/5/2026 12:00:00 a. m.","1","","","",""
"BOM001","00","BOMBA DE ACHIQUE MOTOR 5HP 2"" X 2""","44,03","","1","","4/5/2026 12:00:00 a. m.","1","DM Y ESTRUCTURAS C.A. (Andamios)","","",""
"BOM002","00","BOMBA DE ACHIQUE 2"" CON MOTOR DE GASOLIN","110,11","","1","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS GIANPRO C.A. - ALQUILER","","",""
"BOM003","00","MOTOBOMBA 8"" X 6"" 3000 GPM-GALONES POR M","44044,37","","0,00457","","4/5/2026 12:00:00 a. m.","1","","","",""
"BOM004","00","BOMBA DE ACHIQUE 3"" X 3"" DIESEL 10 HP","55,06","","1","","4/5/2026 12:00:00 a. m.","1","DM Y ESTRUCTURAS C.A. (Andamios)","","",""
"BOM005","00","BOMBA MANUAL PRUEBA HIDROSTATICA C/ACC H","33,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"BOM006","00","BOMBA MANUAL PRUEBA HIDROSTATICA -DIMETR","22,01","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"BOM007","00","BOMBA P/CONCRETO-HORMIGON HASTA 35 MTS","385,41","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"BOM008","00","WELL POINT: BOMBAS, COLECTOR, MANGUERAS,","209,2","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"BOM009","00","SISTEMA BOMBEO TIPO: 200 LTS/SEG- 8"" CON","132,12","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"BOM010","00","ACCESORIOS PARA EQUIPO DE BOMBEO","7,69","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"BOM011","00","BOMBA DE ACHIQUE 4"" X 4"" DIESEL 12 HP","165,19","","1","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS GIANPRO C.A. - ALQUILER","","",""
"BOM012","00","BOMBA DE ACHIQUE 6"" X 6"" MOTOR DIESEL","198,22","","1","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS GIANPRO C.A. - ALQUILER","","",""
"BOM013","00","BOMBA DE ACHIQUE PEQUEÑA","44,03","","1","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS GIANPRO C.A. - ALQUILER","","",""
"BOM014","00","BOMBA, TUBO COLECTOR, MANGUERAS, PUNTAS ","187,19","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"BOM015","00","BOMBA HORIZONTAL PARA VACIADO DE CONCRET","220,22","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"BOM016","00","MANGUERAS Y ACCESORIOS PARA MOTOBOMBA 4""","561,56","","0,0035","","4/5/2026 12:00:00 a. m.","1","","","",""
"BOM017","00","BOMBA HIDROSTATICA PRESION CAP=2000 LIBR","110,11","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"BOM018","00","BOMBA MANUAL PARA PRUEBAS HIDRAULICAS ME","550,58","","0,02","","4/5/2026 12:00:00 a. m.","1","","","",""
"BOM019","00","ACCESORIOS PARA ACHIQUE: MARACA, MANGUER","20,89","","0,04","","4/5/2026 12:00:00 a. m.","1","","","",""
"BOM020","00","BOMBA SUMERGIBLE DE 2""","27,53","","1","","4/5/2026 12:00:00 a. m.","1","DM Y ESTRUCTURAS C.A. (Andamios)","","",""
"BOM021","00","BOMBA NEUMATICA P/PRUEBA HIDROSTATICA 10","660,67","","0,0045","","4/5/2026 12:00:00 a. m.","1","CAMPI FERRETERIA C.A.","","",""
"BOM022","00","PLANTA TRATAMIENTO AGUAS NEGRAS 12000 LT","7707,74","","0,0045","","4/5/2026 12:00:00 a. m.","1","","","",""
"BOM023","00","MANGUERAS, CONEXIONES Y ACCESORIOS","6,83","","0,004","","4/5/2026 12:00:00 a. m.","1","","","",""
"BOM024","00","BOMBA ACHIQUE 4"" X 4"" DIESEL 10 HP","2118,53","","0,005","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS GIANPRO C.A. - ALQUILER","","",""
"BOM025","00","BOMBA ACHIQUE 4"" 10 HP AGUAS NEGRAS 220V","1651,67","","0,005","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS GIANPRO C.A. - ALQUILER","","",""
"BOM026","00","BOMBA DE VACIO 7,5 - 8 CFM 1/2 HP","517,51","","0,005","","4/5/2026 12:00:00 a. m.","1","","","",""
"BOM027","00","BOMBA CENTRIFUGA 1250 GPM","132,12","","1","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS GIANPRO C.A. - ALQUILER","","",""
"BOM028","00","BOMBA DE ACHIQUE 5 A 10 HP","77,06","","1","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS GIANPRO C.A. - ALQUILER","","",""
"BOM029","00","BOMBA SOBRE CAMION 2000 GPM PARA DECOQUI","275,29","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"BOM030","00","BOMBA DE ACHIQUE 12 HP","110,11","","1","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS GIANPRO C.A. - ALQUILER","","",""
"BOM031","00","EQUIPO PARA PRUEBA HIDROSTATICA","126,63","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"BOM032","00","MOTOBOMBA 8"" X 6"" 3000 GPM","2202,2","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"BOM033","00","MANGUERAS D= 2"" BRIDADA DE ALTA PRESION","440,44","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"BOM034","00","MANGUERA 4"" QC (CONEXION RAPIDA)","572,58","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"BOM035","00","MANGUERAS D= 4"" BRIDADA DE ALTA PRESION","688,2","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"BOM036","00","EDUCTOR","82,58","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"BOM037","00","BOMBA DE PISTON DE 400 PSI","385,41","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"BOM038","00","MANGUERA D=1/2"" P/AIRE A ALTA PRESION","275,29","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"BOM039","00","FILTRO DUPLEX","132,12","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"BOM040","00","BOMBA SUMERGIBLE DE 1 HP","253,28","","0,02","","4/5/2026 12:00:00 a. m.","1","DM Y ESTRUCTURAS C.A. (Andamios)","","",""
"BOM041","00","BOMBA SUMERGIBLE CENTRIFUGA 3 HP 220V","440,44","","0,02","","4/5/2026 12:00:00 a. m.","1","DM Y ESTRUCTURAS C.A. (Andamios)","","",""
"CAR001","00","EQUIPO DE CARPINTERIA PARA INSTALACION E","13,21","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR002","00","PRENSA DE BANCO 4"" LOBSTER O SIMILAR","299,52","","0,0035","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR003","00","EQUIPOS PARA CARPINTERIA","3,28","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR004","00","EQUIPOS VARIOS DE CARPINTERIA","95,04","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR005","00","ESTRUCTURA DE SUJECION PROVISIONAL","2,18","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR006","00","HERRAMIENTAS VARIAS","1,29","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR007","00","HERRAMIENTAS PARA CARPINTERIA","1,29","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR008","00","PLANTA TIPO 1 CARPINTERIA","699,21","","0,005","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR009","00","TABLERO DE MADERA P/ ENTIBADO (UNIDAD PO","1,08","","0,33","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR010","00","SEGUETA AJUSTABLE (ARCO)","31,92","","0,022","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR011","00","TABLON DE MADERA (3 USOS)","2,18","","0,33","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR012","00","FORMALETAS PLASTICAS P/ENCOFRADO","1,08","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR013","00","ENCOFRADO METALICO REUTILIZABLE","1,29","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR014","00","SIERRA DE MESA CON MOTOR DE 5 HP 220 V","1651,67","","0,006","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR015","00","SIERRA DE MESA CON MOTOR DE 8 HP","2422,42","","0,006","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR016","00","LIJADORA DE BANDA","495,52","","0,08","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR017","00","CONO RECUPERABLE SEPARADOR ENCOFRADO-VAC","3,28","","0,02","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR018","00","SIERRA DE MESA/BANCO HASTA 10""","660,67","","0,005","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR019","00","EQUIPO MEDIANO DE CARPINTERIA","3,28","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR020","00","SIERRA MOVIL PARA CORTE DE CONCRETO","2972,99","","0,0035","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR021","00","EQUIPO LIVIANO P/ CERRAJERIA","3,28","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR022","00","CEPILLO DE CARPINTERO PARA MADERA","118,9","","0,03","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR023","00","CEPILLO PROFESIONAL DE CARPINTERIA","121,12","","0,02","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR024","00","CEPILLO DE CARPINTERO STANLEY O SIM","165,19","","0,03","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR025","00","CEPILLADORA ELECTRICA BLACK & DECKER 769","367,77","","0,005","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR026","00","EQUIPO PARA ENCOFRADO","3,28","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR027","00","LLAVE TENSORA PARA PERROS DE ENCOFRADO","132,12","","0,02","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS CORTE, C.A.","","",""
"CAR028","00","PERROS PARA ENCOFRADO","0,53","","1","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS GIANPRO C.A. - ALQUILER","","",""
"CAR029","00","TROMPO ELECTRICO PARA MADERA","496,6","","0,006","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR030","00","LIJADORA DE BANDA RYOBI BG-424","605,6","","0,05","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR031","00","SIERRA CALADORA ELECTRICA","264,26","","0,005","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR032","00","PUNTAL METALICO EXTENSIBLE P/ENCOFRADO","1,61","","1","","4/5/2026 12:00:00 a. m.","1","DM Y ESTRUCTURAS C.A. (Andamios)","","",""
"CAR033","00","FORMALETA METALICA P/DEMARCACION VIAL","330,32","","0,004","","4/5/2026 12:00:00 a. m.","1","DM Y ESTRUCTURAS C.A. (Andamios)","","",""
"CAR034","00","LIJADORA ORBITAL RYOBI O SIMILAR","330,32","","0,05","","4/5/2026 12:00:00 a. m.","1","EPA SUPERFERRETERIA","","",""
"CAR035","00","LIJADORA DE BANDA/ALQUILER","19,82","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR036","00","LIJADORA PARA PISO DE MADERA C/ANTIPOLVO","16,49","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR037","00","FORMALETA P/LOSA RETICULAR 75X75","77,06","","0,004","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR038","00","FORMALETA P/LOSA RETICULAR 50X50","61,67","","0,004","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR039","00","CORBATAS CON CUÑA P/ENCOFRADO","1,08","","1","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS GIANPRO C.A. - ALQUILER","","",""
"CAR040","00","BASE /TACO DE GOMA PARA LIJAR A MANO","33,06","","0,033","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR041","00","CORBATA P/ENCOFRAR COLUMNA JGO 4 UNID L=","2,52","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR042","00","CEPILLO/ CEPILLADORA ELECTRICA P/MADERA","13,21","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR043","00","FORMALETA METALICA PARA ENCOFRADO L=6 M","209,2","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR044","00","LIMA METALICA MANUAL 12""","22,01","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR045","00","MOTOSIERRA GRANDE","1211,22","","0,008","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR046","00","MOTOSIERRA PEQUEÑA","440,44","","0,008","","4/5/2026 12:00:00 a. m.","1","","","",""
"CAR047","00","FORMALETA P/LOSA RETICULAR 90X90X25 CM","82,58","","0,004","","4/5/2026 12:00:00 a. m.","1","","","",""
"COM001","00","EQUIPO PARA ALBAÑILERIA","28,23","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"COM002","00","EQUIPO BASICO PARA ALBAÑIL","15,84","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"COM003","00","EQUIPO PARA MONTAJE DE TUBERIA DE HF DUC","30,52","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"COM004","00","EQUIPO DE SEGURIDAD PARA SOLDADURA","5,89","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"COM005","00","EQUIPO TIPO PLOMERIA H.G.","14,41","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
