"CodPar","CodIns","CanIns","Desper","Contad"
"EAI012","C-0029","0,05","3","10925"
"EAI012","MT9039","1","5","10926"
"EAI013","ASF066","0,05","5","10927"
"EAI013","ASF101","0,001","5","10928"
"EAI013","ASF142","1","10","10929"
"EAI013","HER039","0,05","0","10930"
"EAI014","ASF007","0,25","5","10931"
"EAI014","ASF023","0,1","5","10932"
"EAI014","ASF080","1","10","10933"
"EAI015","AGR001","0,02","5","10934"
"EAI015","AGR011","0,01","5","10935"
"EAI015","CEM041","0,5","5","10936"
"EAI015","CON212","0,45","3","10937"
"EAI015","VAL006","0,5","0","10938"
"EAI015","VAL019","0,01","0","10939"
"EAI015","VAL103","0,45","0","10940"
"EAI016","AGR001","0,01","5","10941"
"EAI016","AGR011","0,01","5","10942"
"EAI016","CEM041","0,48","5","10943"
"EAI016","CON212","0,49","3","10944"
"EAI016","VAL006","0,48","0","10945"
"EAI016","VAL019","0,01","0","10946"
"EAI016","VAL103","0,49","0","10947"
"EAI017","AGR001","0,02","5","10948"
"EAI017","AGR011","0,01","5","10949"
"EAI017","CEM041","0,32","5","10950"
"EAI017","CON212","0,31","3","10951"
"EAI017","VAL006","0,32","0","10952"
"EAI017","VAL019","0,01","0","10953"
"EAI017","VAL103","0,31","0","10954"
"EAI018","ASF098","0,0077","5","10955"
"EAI018","ASF135","1","5","10956"
"EAI018","ASF145","1","10","10957"
"EAI019","ASF023","0,1","5","10958"
"EAI019","ASF145","1","10","10959"
"EAI020","AGR018","0,02","5","10960"
"EAI020","ASF007","0,5","5","10961"
"EAI020","ASF023","0,2","5","10962"
"EAI020","ASF093","1","10","10963"
"EAI020","C-0029","0,05","3","10964"
"EAI020","COC087","1","5","10965"
"EAI020","HER039","0,01","0","10966"
"EAI021","ASF023","0,1","5","10967"
"EAI021","ASF027","3,375","10","10968"
"EAI021","ASF043","0,0667","5","10969"
"EAI021","ASF098","0,0077","5","10970"
"EAI022","PIN108","0,2","5","10971"
"EAI023","ASF023","0,1","5","10972"
"EAI023","ASF027","3,375","10","10973"
"EAI023","ASF043","0,0667","5","10974"
"EAI023","ASF072","0,005","5","10975"
"EAI024","C-0011","0,07","5","10976"
"EAI025","ASF023","0,1","5","10977"
"EAI025","ASF078","1","10","10978"
"EAI025","VAL197","1","0","10979"
"EAI026","ASF007","0,4","5","10980"
"EAI026","ASF023","0,07","5","10981"
"EAI026","ASF037","1","10","10982"
"EAI027","ASF023","0,1","5","10983"
"EAI027","ASF034","0,1","5","10984"
"EAI027","ASF042","1","10","10985"
"EAI028","ASF052","1","10","10986"
"EAI028","ASF094","0,02","5","10987"
"EAI028","ASF098","0,0077","5","10988"
"EAI028","PIN029","0,05","5","10989"
"EAI029","ASF093","1","10","10990"
"EAI029","PIN040","0,05","2","10991"
"EAI029","PIN134","0,1","2","10992"
"EAI029","QUI034","0,02","5","10993"
"EAI030","ASF007","2","5","10994"
"EAI030","ASF014","0,1","5","10995"
"EAI030","HER039","0,05","0","10996"
"EAI031","ASF042","1","10","10997"
"EAI031","CEM041","0,01","5","10998"
"EAI031","CON030","0,025","2","10999"
"EAI031","HER039","0,05","0","11000"
"EAI032","ASF023","0,1","5","11001"
"EAI032","ASF042","1","10","11002"
"EAI032","HER039","0,1","0","11003"
"EAI032","MT451","0,1","0","11004"
"EAI033","ASF023","0,15","5","11005"
"EAI033","ASF072","0,25","5","11006"
"EAI034","ASF023","0,1","5","11007"
"EAI034","ASF133","0,2","5","11008"
"EAI035","ASF026","1","10","11009"
"EAI035","HER039","0,05","0","11010"
"EAI036","ASF133","0,2","5","11011"
"EAI037","ASF133","0,1","5","11012"
"EAI037","ASF141","1","10","11013"
"EAI038","ASF007","0,5","5","11014"
"EAI038","ASF023","0,2","5","11015"
"EAI038","ASF042","1","10","11016"
"EAI038","PIN029","0,08","5","11017"
"EAI039","ASF007","0,5","5","11018"
"EAI039","ASF023","0,2","5","11019"
"EAI039","ASF037","1","10","11020"
"EAI039","MT786","0,02","5","11021"
"EAI040","ASF007","0,1","5","11022"
"EAI040","ASF093","1","10","11023"
"EAI040","HER039","0,01","0","11024"
"EAI041","ACE668","1","5","11025"
"EAI041","ASF007","0,5","5","11026"
"EAI041","ASF023","0,2","5","11027"
"EAI041","ASF093","1","10","11028"
"EAI041","C-0050","0,005","3","11029"
"EAI041","COC101","1","2","11030"
"EAI041","REC001","1","5","11031"
"EAI041","REC011","0,5","5","11032"
"EAI042","ASF023","0,1","5","11033"
"EAI043","ASF051","0,0333","5","11034"
"EAI043","ESP004","0,15","0","11035"
"EAI043","PIN095","0,002","5","11036"
"EAI044","ASF051","0,06","5","11037"
"EAI044","ESP004","0,3","0","11038"
"EAI044","PIN095","0,002","5","11039"
"EAI045","ASF051","0,0999","5","11040"
"EAI045","ESP004","0,45","0","11041"
"EAI045","PIN095","0,006","5","11042"
"EAI046","ASF051","0,1332","5","11043"
"EAI046","ESP004","0,6","0","11044"
"EAI046","PIN095","0,008","5","11045"
"EAI047","ACE060","4","2","11046"
"EAI047","ACE356","0,104","5","11047"
"EAI047","ACE642","4","0","11048"
"EAI048","ACE060","4","2","11049"
"EAI048","ACE356","0,2","5","11050"
"EAI048","ACE642","4","0","11051"
"EAI049","ACE060","4","2","11052"
"EAI049","ACE356","0,3","5","11053"
"EAI049","ACE642","4","0","11054"
"EAI050","ACE060","4","2","11055"
"EAI050","ACE356","0,4","5","11056"
"EAI050","ACE642","4","0","11057"
"EAI051","ACE060","4","2","11058"
"EAI051","ACE336","0,21","5","11059"
"EAI051","ACE621","1","0","11060"
"EAI051","ACE642","4","0","11061"
"EAI052","ACE060","4","2","11062"
"EAI052","ACE336","0,4","5","11063"
"EAI052","ACE642","4","0","11064"
"EAI053","ACE060","4","2","11065"
"EAI053","ACE336","0,6","5","11066"
"EAI053","ACE642","4","0","11067"
"EAI054","ACE060","4","2","11068"
"EAI054","ACE336","0,8","5","11069"
"EAI054","ACE642","4","0","11070"
"EAI055","AGR018","0,02","5","11071"
"EAI055","ASF007","0,5","5","11072"
"EAI055","ASF023","0,2","5","11073"
"EAI055","ASF040","1","10","11074"
"EAI055","C-0029","0,05","3","11075"
"EAI055","COC087","1","5","11076"
"EAI056","ASF005","0,0667","5","11077"
"EAI056","ASF094","0,02","5","11078"
"EAI056","ASF131","1","10","11079"
"EAI057","ASF094","0,02","5","11080"
"EAI058","ASF094","0,04","5","11081"
"EAI059","ASF023","0,1","5","11082"
"EAI059","ASF133","0,53","5","11083"
"EAI060","ASF051","0,0999","5","11084"
"EAI060","ESP004","0,45","0","11085"
"EAI060","PIN095","0,006","5","11086"
"EAI061","PLOA31","1","5","11087"
"EAI061","VAL007","1","0","11088"
"EAI062","ASF023","0,1","5","11089"
"EAI062","ASF034","0,1","5","11090"
"EAI062","ASF131","1","10","11091"
"EAI062","HER039","0,01","0","11092"
"EAI063","ASF007","0,5","5","11093"
"EAI063","ASF023","0,2","5","11094"
"EAI063","ASF143","1","10","11095"
"EAI064","ACE041","0,1","5","11096"
"EAI064","ASF005","0,07","5","11097"
"EAI064","ASF123","1","10","11098"
"EAI064","MT1330","1","10","11099"
"EAI065","C-0011","0,05","5","11100"
"EAI066","ASF098","0,0077","5","11101"
"EAI066","ASF135","1","5","11102"
"EAI067","ASF007","3","5","11103"
"EAI067","ASF010","1,125","10","11104"
"EAI067","ASF014","0,1","5","11105"
"EAI068","ASF098","0,0077","5","11106"
"EAI068","ASF129","0,1","5","11107"
"EAI068","ASF134","3,375","10","11108"
"EAI068","HER039","0,02","0","11109"
"EAI069","ASF098","0,02","5","11110"
"EAI069","ASF129","0,15","5","11111"
"EAI069","ASF134","3,375","10","11112"
"EAI069","HER039","0,04","0","11113"
"EAI070","ASF098","0,015","5","11114"
"EAI070","ASF129","0,1","5","11115"
"EAI070","ASF134","2,25","10","11116"
"EAI070","HER039","0,04","0","11117"
"EAI071","ASF098","0,015","5","11118"
"EAI071","ASF129","0,1","5","11119"
"EAI071","ASF134","2,25","10","11120"
"EAI071","HER039","0,04","0","11121"
"EAI072","ASF086","0,03","5","11122"
"EAI072","ASF101","0,05","5","11123"
"EAI073","C-0011","0,1","5","11124"
"EAI073","CON076","0,04","2","11125"
"EAI074","PIN194","0,1","5","11126"
"EAI075","ASF005","0,04","5","11127"
"EAI075","ASF037","1","10","11128"
"EAI075","C-0035","0,02","3","11129"
"EAI075","CON215","0,01","5","11130"
"EAI075","HER039","0,04","0","11131"
"EAI076","ASF007","1","5","11132"
"EAI076","ASF023","0,1","5","11133"
"EAI076","ASF031","1","10","11134"
"EAI076","VAL197","1","0","11135"
"EAI077","ASF007","0,5","5","11136"
"EAI077","ASF023","0,2","5","11137"
"EAI077","ASF093","1","10","11138"
"EAI077","VAL216","1","0","11139"
"EAI078","ASF007","1","5","11140"
"EAI078","ASF023","0,1","5","11141"
"EAI078","ASF060","1","10","11142"
"EAI078","VAL197","1","0","11143"
"EAI079","AGR018","0,02","5","11144"
"EAI079","ASF007","0,5","5","11145"
"EAI079","ASF014","0,2","5","11146"
"EAI079","ASF026","1","10","11147"
"EAI079","C-0029","0,05","3","11148"
"EAI079","COC087","1","5","11149"
"EAI079","HER039","0,05","0","11150"
"EAI080","AGR018","0,02","5","11151"
"EAI080","ASF027","3,375","10","11152"
"EAI080","ASF072","0,1","5","11153"
"EAI080","ASF098","0,0077","5","11154"
"EAI080","C-0029","0,05","3","11155"
"EAI080","COC087","1","5","11156"
"EAI080","HER039","0,05","0","11157"
"EAI081","AGR018","0,02","5","11158"
"EAI081","ASF027","3,375","10","11159"
"EAI081","ASF130","0,08","5","11160"
"EAI081","C-0029","0,05","3","11161"
"EAI081","COC087","1,05","5","11162"
"EAI081","MT531","0,021","2","11163"
"EAI082","AGR018","0,02","5","11164"
"EAI082","ASF027","3,375","10","11165"
"EAI082","ASF072","0,1","5","11166"
"EAI082","ASF133","1,68","5","11167"
"EAI082","C-0029","0,05","3","11168"
"EAI082","COC087","1","5","11169"
"EAI083","ASF005","0,1","5","11170"
"EAI083","ASF014","0,1","5","11171"
"EAI083","ASF131","1","10","11172"
"EAI083","HER039","0,05","0","11173"
"EAI084","ASF007","0,5","5","11174"
"EAI084","ASF014","0,066","5","11175"
"EAI084","ASF142","1","10","11176"
"EAI084","HER039","0,05","0","11177"
"EAI085","ASF119","0,01","5","11178"
"EAI085","ASF143","1","10","11179"
"EAI086","ASF014","0,1","5","11180"
"EAI086","ASF027","3,375","10","11181"
"EAI086","ASF043","0,01","5","11182"
"EAI086","ASF098","0,0077","5","11183"
"EAI086","HER039","0,05","0","11184"
"EAI087","ASF014","0,1","5","11185"
"EAI087","ASF027","3,375","10","11186"
"EAI087","ASF043","0,01","5","11187"
"EAI087","ASF072","0,033","5","11188"
"EAI088","ASF014","0,1","5","11189"
"EAI088","ASF027","3,375","10","11190"
"EAI088","ASF043","0,01","5","11191"
"EAI088","ASF133","0,25","5","11192"
"EAI089","ASF052","1","10","11193"
"EAI089","ASF094","0,02","5","11194"
"EAI089","ASF119","0,01","5","11195"
"EAI089","HER039","0,01","0","11196"
"EAI090","AGR018","0,02","5","11197"
"EAI090","ASF014","0,1","5","11198"
"EAI090","ASF042","1","10","11199"
"EAI090","C-0029","0,05","3","11200"
"EAI090","COC087","1","5","11201"
"EAI090","HER039","0,05","0","11202"
"EAI091","ASF005","0,05","5","11203"
"EAI091","ASF014","0,1","5","11204"
"EAI091","ASF042","1","10","11205"
"EAI091","ASF119","0,01","5","11206"
"EAI091","HER039","0,05","0","11207"
"EAI092","ASF005","0,0667","5","11208"
"EAI092","ASF014","0,1","5","11209"
"EAI092","ASF042","1","10","11210"
"EAI092","ASF119","0,01","5","11211"
"EAI092","HER039","1","0","11212"
"EAI093","ASF005","0,1","5","11213"
"EAI093","ASF014","0,1","5","11214"
"EAI093","ASF042","1","10","11215"
"EAI093","ASF119","0,01","5","11216"
"EAI093","HER039","1","0","11217"
"EAI094","ARC094","28","5","11218"
"EAI094","ASF093","1","10","11219"
"EAI094","C-0035","0,02","3","11220"
"EAI094","CON215","0,01","5","11221"
"EAI094","HER039","0,05","0","11222"
"EAI094","MT1330","1,1","10","11223"
"EAI095","ASF093","1","10","11224"
"EAI095","PIN040","0,05","2","11225"
"EAI095","PIN134","0,25","2","11226"
"EAI095","QUI034","0,02","5","11227"
"EAI096","ASF007","2","5","11228"
"EAI096","ASF014","0,1","5","11229"
"EAI096","ASF098","0,0077","5","11230"
"EAI096","HER039","0,05","0","11231"
"EAI097","ASF003","0,04","5","11232"
"EAI097","ASF133","0,4","5","11233"
"EAI098","ASF042","1","10","11234"
"EAI098","CEM041","0,025","5","11235"
"EAI098","CON030","0,025","2","11236"
"EAI098","HER039","0,05","0","11237"
"EAI099","ASF014","0,1","5","11238"
"EAI099","ASF042","1","10","11239"
"EAI099","HER039","0,05","0","11240"
"EAI099","MT451","0,1","0","11241"
"EAI100","ASF014","0,15","5","11242"
"EAI100","ASF072","0,25","5","11243"
"EAI101","ASF014","0,1","5","11244"
"EAI101","ASF133","0,2","5","11245"
"EAI102","ASF093","1","10","11246"
"EAI102","CEM041","0,025","5","11247"
"EAI102","CON030","0,025","2","11248"
"EAI102","HER039","0,05","0","11249"
"EAI103","ASF133","0,2","5","11250"
"EAI104","ASF133","0,1","5","11251"
"EAI104","ASF141","1","10","11252"
"EAI105","ASF007","0,5","5","11253"
"EAI105","ASF014","0,2","5","11254"
"EAI105","ASF042","1","10","11255"
"EAI105","ASF130","0,05","5","11256"
"EAI105","HER039","0,01","0","11257"
"EAI105","PIN029","0,1","5","11258"
"EAI106","ASF007","0,5","5","11259"
"EAI106","ASF014","0,2","5","11260"
"EAI106","ASF093","1","10","11261"
"EAI106","HER039","0,05","0","11262"
"EAI106","MT786","0,02","5","11263"
"EAI107","ACE668","1","5","11264"
"EAI107","ASF007","0,5","5","11265"
"EAI107","ASF014","0,2","5","11266"
"EAI107","ASF093","1","10","11267"
"EAI107","ASF098","0,0154","5","11268"
"EAI107","C-0050","0,015","3","11269"
"EAI107","COC101","1","2","11270"
"EAI107","HER039","0,05","0","11271"
"EAI107","REC001","1","5","11272"
"EAI107","REC011","0,5","5","11273"
"EAI108","ASF007","0,1","5","11274"
"EAI108","ASF093","1","10","11275"
"EAI108","HER039","0,01","0","11276"
"EAI109","ASF051","0,06","5","11277"
"EAI109","ESP004","0,3","0","11278"
"EAI109","PIN095","0,002","5","11279"
"EAI110","ASF051","0,0999","5","11280"
"EAI110","ESP004","0,45","0","11281"
"EAI110","PIN095","0,006","5","11282"
"EAI111","ASF051","0,1332","5","11283"
"EAI111","ESP004","0,6","0","11284"
"EAI111","PIN095","0,008","5","11285"
"EAI112","AGR018","0,02","5","11286"
"EAI112","ASF007","0,5","5","11287"
"EAI112","ASF014","0,2","5","11288"
"EAI112","ASF026","1","10","11289"
"EAI112","C-0029","0,05","3","11290"
"EAI112","COC087","1","5","11291"
"EAI112","HER039","0,05","0","11292"
"EAI113","AGR018","0,02","5","11293"
"EAI113","ASF027","3,375","10","11294"
"EAI113","ASF072","0,1","5","11295"
"EAI113","ASF098","0,0077","5","11296"
"EAI113","C-0029","0,05","3","11297"
"EAI113","COC087","1","5","11298"
"EAI113","HER039","0,05","0","11299"
"EAI114","AGR018","0,02","5","11300"
"EAI114","ASF027","3,375","10","11301"
"EAI114","ASF130","0,08","5","11302"
"EAI114","C-0029","0,05","3","11303"
"EAI114","COC087","1,05","5","11304"
"EAI114","MT531","0,021","2","11305"
"EAI115","AGR018","0,02","5","11306"
"EAI115","ASF027","3,375","10","11307"
"EAI115","ASF072","0,1","5","11308"
"EAI115","ASF133","1,68","5","11309"
"EAI115","C-0029","0,05","3","11310"
"EAI115","COC087","1","5","11311"
"EAI116","ASF005","0,1","5","11312"
"EAI116","ASF014","0,1","5","11313"
"EAI116","ASF131","1","10","11314"
"EAI116","HER039","0,05","0","11315"
"EAI117","ASF007","0,5","5","11316"
"EAI117","ASF014","0,066","5","11317"
"EAI117","ASF142","1","10","11318"
"EAI117","HER039","0,05","0","11319"
"EAI118","ASF119","0,01","5","11320"
"EAI118","ASF143","1","10","11321"
"EAI119","ASF014","0,1","5","11322"
"EAI119","ASF027","3,375","10","11323"
"EAI119","ASF043","0,01","5","11324"
"EAI119","ASF098","0,0077","5","11325"
"EAI119","HER039","0,05","0","11326"
"EAI120","ASF014","0,1","5","11327"
"EAI120","ASF027","3,375","10","11328"
"EAI120","ASF043","0,01","5","11329"
"EAI120","ASF072","0,033","5","11330"
"EAI121","ASF014","0,1","5","11331"
"EAI121","ASF027","3,375","10","11332"
"EAI121","ASF043","0,01","5","11333"
"EAI121","ASF133","0,25","5","11334"
"EAI122","ASF052","1","10","11335"
"EAI122","ASF094","0,02","5","11336"
"EAI122","ASF119","0,01","5","11337"
"EAI122","HER039","0,01","0","11338"
"EAI123","AGR018","0,02","5","11339"
"EAI123","ASF014","0,1","5","11340"
"EAI123","ASF042","1","10","11341"
"EAI123","C-0029","0,05","3","11342"
"EAI123","COC087","1","5","11343"
"EAI123","HER039","0,05","0","11344"
"EAI124","ASF005","0,05","5","11345"
"EAI124","ASF014","0,1","5","11346"
"EAI124","ASF042","1","10","11347"
"EAI124","ASF119","0,01","5","11348"
"EAI124","HER039","0,05","0","11349"
"EAI125","ASF005","0,0667","5","11350"
"EAI125","ASF014","0,1","5","11351"
"EAI125","ASF042","1","10","11352"
"EAI125","ASF119","0,01","5","11353"
"EAI125","HER039","1","0","11354"
"EAI126","ASF005","0,1","5","11355"
"EAI126","ASF014","0,1","5","11356"
"EAI126","ASF042","1","10","11357"
"EAI126","ASF119","0,01","5","11358"
"EAI126","HER039","1","0","11359"
"EAI127","ARC094","28","5","11360"
"EAI127","ASF093","1","10","11361"
"EAI127","C-0035","0,02","3","11362"
"EAI127","CON215","0,01","5","11363"
"EAI127","HER039","0,05","0","11364"
"EAI127","MT1330","1,1","10","11365"
"EAI128","ASF093","1","10","11366"
"EAI128","PIN040","0,05","2","11367"
"EAI128","PIN134","0,25","2","11368"
"EAI128","QUI034","0,02","5","11369"
"EAI129","ASF007","2","5","11370"
"EAI129","ASF014","0,1","5","11371"
"EAI129","ASF098","0,0077","5","11372"
"EAI129","HER039","0,05","0","11373"
"EAI130","ASF003","0,04","5","11374"
"EAI130","ASF133","0,4","5","11375"
"EAI131","ASF042","1","10","11376"
"EAI131","CEM041","0,025","5","11377"
"EAI131","CON030","0,025","2","11378"
"EAI131","HER039","0,05","0","11379"
"EAI132","ASF014","0,1","5","11380"
"EAI132","ASF042","1","10","11381"
"EAI132","HER039","0,05","0","11382"
"EAI132","MT451","0,1","0","11383"
"EAI133","ASF014","0,15","5","11384"
"EAI133","ASF072","0,25","5","11385"
"EAI134","ASF014","0,1","5","11386"
"EAI134","ASF133","0,2","5","11387"
"EAI135","ASF093","1","10","11388"
"EAI135","CEM041","0,025","5","11389"
"EAI135","CON030","0,025","2","11390"
"EAI135","HER039","0,05","0","11391"
"EAI136","ASF133","0,2","5","11392"
"EAI137","ASF133","0,1","5","11393"
"EAI137","ASF141","1","10","11394"
"EAI138","ASF007","0,5","5","11395"
"EAI138","ASF014","0,2","5","11396"
"EAI138","ASF042","1","10","11397"
"EAI138","ASF130","0,05","5","11398"
"EAI138","HER039","0,01","0","11399"
"EAI138","PIN029","0,1","5","11400"
"EAI139","ASF007","0,5","5","11401"
"EAI139","ASF014","0,2","5","11402"
"EAI139","ASF093","1","10","11403"
"EAI139","HER039","0,05","0","11404"
"EAI139","MT786","0,02","5","11405"
"EAI140","ACE668","1","5","11406"
"EAI140","ASF007","0,5","5","11407"
"EAI140","ASF014","0,2","5","11408"
"EAI140","ASF093","1","10","11409"
"EAI140","ASF098","0,0154","5","11410"
"EAI140","C-0050","0,015","3","11411"
"EAI140","COC101","1","2","11412"
"EAI140","HER039","0,05","0","11413"
"EAI140","REC001","1","5","11414"
"EAI140","REC011","0,5","5","11415"
"EAI141","ASF007","0,1","5","11416"
"EAI141","ASF093","1","10","11417"
"EAI141","HER039","0,01","0","11418"
"EAI142","ASF051","0,06","5","11419"
"EAI142","ESP004","0,3","0","11420"
"EAI142","PIN095","0,002","5","11421"
"EAI143","ASF051","0,0999","5","11422"
"EAI143","ESP004","0,45","0","11423"
"EAI143","PIN095","0,006","5","11424"
"EAI144","ASF051","0,1332","5","11425"
"EAI144","ESP004","0,6","0","11426"
"EAI144","PIN095","0,008","5","11427"
"EAI145","C-0029","0,05","3","11428"
"EAI146","C-0029","0,09","3","11429"
"EAI147","C-0029","0,06","3","11430"
"EAI148","C-0029","0,07","3","11431"
"EAI149","C-0029","0,08","3","11432"
"EAI150","C-0029","0,03","3","11433"
"EAI151","C-0029","0,05","3","11434"
"EAI152","C-0029","0,09","3","11435"
"EAI153","C-0029","0,06","3","11436"
"EAI154","C-0029","0,07","3","11437"
"EAI155","C-0029","0,08","3","11438"
"EAI156","C-0029","0,03","3","11439"
"EAI157","ASF007","0,5","5","11440"
"EAI157","ASF023","0,1","5","11441"
"EAI157","ASF136","1","10","11442"
"EAI157","HER039","0,01","0","11443"
"EAI158","ASF007","0,5","5","11444"
"EAI158","ASF023","0,1","5","11445"
"EAI158","ASF102","1","10","11446"
"EAI158","HER039","0,01","0","11447"
"EAI159","ASF007","0,5","5","11448"
"EAI159","ASF023","0,1","5","11449"
"EAI159","ASF091","1","10","11450"
"EAI159","HER039","0,01","0","11451"
"EAI160","ASF007","0,5","5","11452"
"EAI160","ASF023","0,1","5","11453"
"EAI160","ASF083","1","10","11454"
"EAI161","ASF007","0,5","5","11455"
"EAI161","ASF023","0,1","5","11456"
"EAI161","ASF141","1","10","11457"
"EAI162","ASF007","0,5","5","11458"
"EAI162","ASF023","0,1","5","11459"
"EAI162","ASF143","1","10","11460"
"EAI163","ASF007","0,5","5","11461"
"EAI163","ASF023","0,1","5","11462"
"EAI163","ASF041","1","10","11463"
"EAI164","ASF007","0,5","5","11464"
"EAI164","ASF041","1","10","11465"
"EAI165","ASF007","0,5","5","11466"
"EAI165","ASF141","1","10","11467"
"EAI166","ASF007","0,5","5","11468"
"EAI166","ASF023","0,1","5","11469"
"EAI166","ASF063","1","10","11470"
"EAI166","HER039","0,01","0","11471"
"EAI167","ASF007","0,5","5","11472"
"EAI167","ASF023","0,1","5","11473"
