"CodPar","Descri","CovPar","UniPar","RenPar","PreUni","UniCanRen","CanPar","Coste","RPC","UniMed"
"CCA242","SUMINISTRO, TRANSPORTE Y COLOCACION DE ALCANTARILLAS METALICAS TUBULARES, GALVANIZADAS, DE 1,60 MT. DE DIAMETRO (63 PULGADAS), CALIBRE 12","C.051116012","m","30","","U","","False","","0"
"CCA243","SUMINISTRO, TRANSPORTE Y COLOCACION DE ALCANTARILLAS METALICAS TUBULARES, GALVANIZADAS, DE 1,67 MT. DE DIAMETRO (66 PULGADAS), CALIBRE 8","C.051116708","m","30","","U","","False","","0"
"CCA244","SUMINISTRO, TRANSPORTE Y COLOCACION DE ALCANTARILLAS METALICAS TUBULARES, GALVANIZADAS, DE 1,67 MT. DE DIAMETRO (66 PULGADAS), CALIBRE 10","C.051116710","m","30","","U","","False","","0"
"CCA245","SUMINISTRO, TRANSPORTE Y COLOCACION DE ALCANTARILLAS METALICAS TUBULARES, GALVANIZADAS, DE 1,67 MT. DE DIAMETRO (66 PULGADAS), CALIBRE 12","C.051116712","m","30","","U","","False","","0"
"CCA246","S/T/C DE ALCANTARILLAS METALICAS ABOVEDADAS, GALVANIZADAS TIPO 1-N CALIBRE 16 (0,46 X 0,33)","C.051200116","m","30","","U","","False","","0"
"CCA247","S/T/C DE ALCANTARILLAS METALICAS ABOVEDADAS, GALVANIZADAS TIPO 2-N CALIBRE 16 (0,61 X 0,41)","C.051200216","m","30","","U","","False","","0"
"CCA248","S/T/C DE ALCANTARILLAS METALICAS ABOVEDADAS, GALVANIZADAS TIPO 3-N CALIBRE 14 (0,76 X 0,49)","C.051200314","m","30","","U","","False","","0"
"CCA249","S/T/C DE ALCANTARILLAS METALICAS ABOVEDADAS, GALVANIZADAS TIPO 4-N CALIBRE 14 (0,91 X 0,57)","C.051200414","m","30","","U","","False","","0"
"CCA250","S/T/C DE ALCANTARILLAS METALICAS ABOVEDADAS, GALVANIZADAS TIPO 5-N CALIBRE 12 (1,07 X  0,66)","C.051200512","m","30","","U","","False","","0"
"CCA251","S/T/C DE ALCANTARILLAS METALICAS ABOVEDADAS, GALVANIZADAS TIPO 6-N CALIBRE 12 (1,22 X  0,75)","C.051200612","m","30","","U","","False","","0"
"CCA252","S/T/C DE ALCANTARILLAS METALICAS ABOVEDADAS, GALVANIZADAS TIPO 7-N CALIBRE 12 (1,37 X  0,84)","C.051200712","m","30","","U","","False","","0"
"CCA253","S/T/C DE ALCANTARILLAS METALICAS ABOVEDADAS, GALVANIZADAS TIPO 8-N CALIBRE 10 (1,52 X  0,93)","C.051200810","m","30","","U","","False","","0"
"CCA254","S/T/C DE ALCANTARILLAS METALICAS ABOVEDADAS, GALVANIZADAS TIPO 8-N CALIBRE 12 (1,52 X  0,93)","C.051200812","m","30","","U","","False","","0"
"CCA255","S/T/C DE ALCANTARILLAS METALICAS ABOVEDADAS, GALVANIZADAS TIPO 9-N CALIBRE 10 (1,68 X  1,02)","C.051200910","m","30","","U","","False","","0"
"CCA256","S/T/C DE ALCANTARILLAS METALICAS ABOVEDADAS, GALVANIZADAS TIPO 10-N CALIBRE 8 (1,83 X  1,12)","C.051201008","m","30","","U","","False","","0"
"CCA257","S/T/C DE ALCANTARILLAS METALICAS ABOVEDADAS, GALVANIZADAS TIPO 10-N CALIBRE 10 (1,83 X  1,12)","C.051201010","m","30","","U","","False","","0"
"CCA258","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 0,60 MT. DE DIAMETRO (24 PULGADAS). CALIBRE 8","C.051506008","m","35","","U","","False","","0"
"CCA259","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 0,60 MT. DE DIAMETRO (24 PULGADAS). CALIBRE 10","C.051506010","m","35","","U","","False","","0"
"CCA260","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 0,60 MT. DE DIAMETRO (24 PULGADAS). CALIBRE 12","C.051506012","m","25","","U","","False","","0"
"CCA261","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 0,76 MT. DE DIAMETRO (30 PULGADAS), CALIBRE 8","C.051508008","m","22","","U","","False","","0"
"CCA262","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 0,76 MT. DE DIAMETRO (30 PULGADAS). CALIBRE 10","C.0515 S/C","m","22","","U","","False","","0"
"CCA263","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 0,76 MT. DE DIAMETRO (30 PULGADAS). CALIBRE 12","C.051508012","m","22","","U","","False","","0"
"CCA264","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 0,76 MT. DE DIAMETRO (30 PULGADAS). CALIBRE 10","C.051508010","m","33","","U","","False","","0"
"CCA265","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 0,76 MT. DE DIAMETRO (30 PULGADAS). CALIBRE 14","C.051508014","m","22","","U","","False","","0"
"CCA266","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 0.90 MT. DE DIAMETRO (36 PULGADAS), CALIBRE 8","C.051509008","m","20","","U","","False","","0"
"CCA267","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 0.90 MT. DE DIAMETRO (36 PULGADAS), CALIBRE 10","C.051509010","m","17","","U","","False","","0"
"CCA268","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 0,90 MT. DE DIAMETRO (36 PULGADAS). CALIBRE 12","C.051509012","m","20","","U","","False","","0"
"CCA269","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 0.90 MT. DE DIAMETRO (36 PULGADAS), CALIBRE 14","C.051509014","m","20","","U","","False","","0"
"CCA270","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,00 MT DE DIAMETRO (39 PULGADAS), CALIBRE 8","C.051510008","m","25","","U","","False","","0"
"CCA271","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,00 MT. DE DIAMETRO (39 PULGADAS), CALIBRE 10","C.051510010","m","20","","U","","False","","0"
"CCA272","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,00 MT. DE DIAMETRO (39 PULGADAS), CALIBRE 12","C.051510012","m","20","","U","","False","","0"
"CCA273","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,00 MT. DE DIAMETRO (39 PULGADAS), CALIBRE 14","C.051510014","m","20","","U","","False","","0"
"CCA274","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,10 MT. DE DIAMETRO (42 PULGADAS), CALIBRE 10","C.051511010","m","20","","U","","False","","0"
"CCA275","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,10 MT  DE DIAMETRO (42 PULGADAS), CALIBRE 8","C.051511008","m","15","","U","","False","","0"
"CCA276","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,10 MT. DE DIAMETRO (42 PULGADAS), CALIBRE 12","C.051511012","m","20","","U","","False","","0"
"CCA277","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,10 MT. DE DIAMETRO (42 PULGADAS), CALIBRE 14","C.051511014","m","20","","U","","False","","0"
"CCA278","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,22 MT. DE DIAMETRO (48 PULGADAS), CALIBRE 8","C.051512008","m","25","","U","","False","","0"
"CCA279","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,22 MT. DE DIAMETRO (48 PULGADAS), CALIBRE 10","C.051512010","m","25","","U","","False","","0"
"CCA280","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,22 MT. DE DIAMETRO (48 PULGADAS), CALIBRE 12","C.051512012","m","20","","U","","False","","0"
"CCA281","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,22 MT. DE DIAMETRO (48 PULGADAS), CALIBRE 14","C.051512014","m","14","","U","","False","","0"
"CCA282","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,30 MT. DE DIAMETRO (51 PULGADAS), CALIBRE 8","C.051513008","m","20","","U","","False","","0"
"CCA283","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,30 MT. DE DIAMETRO (51 PULGADAS), CALIBRE 10","C.051513010","m","20","","U","","False","","0"
"CCA284","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,30 MT. DE DIAMETRO (51 PULGADAS), CALIBRE 12","C.051513012","m","20","","U","","False","","0"
"CCA285","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,30 MT. DE DIAMETRO (51 PULGADAS), CALIBRE 14","C.051513014","m","20","","U","","False","","0"
"CCA286","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,37 MT. DE DIAMETRO (54 PULGADAS), CALIBRE 8","C.051514008","m","20","","U","","False","","0"
"CCA287","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,37 MT. DE DIAMETRO (54 PULGADAS), CALIBRE 10","C.051514010","m","20","","U","","False","","0"
"CCA288","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,37 MT. DE DIAMETRO (54 PULGADAS), CALIBRE 12","C.051514012","m","20","","U","","False","","0"
"CCA289","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,37 MT. DE DIAMETRO (54 PULGADAS), CALIBRE 14","C.051514014","m","20","","U","","False","","0"
"CCA290","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,50 MT. DE DIAMETRO (60 PULGADAS), CALIBRE 8","C.051515008","m","30","","U","","False","","0"
"CCA291","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,50 MT. DE DIAMETRO (60 PULGADAS), CALIBRE 10","C.051515010","m","30","","U","","False","","0"
"CCA292","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,50 MT. DE DIAMETRO (60 PULGADAS), CALIBRE 12","C.051515012","m","30","","U","","False","","0"
"CCA293","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,60 MT. DE DIAMETRO (63 PULGADAS), CALIBRE 8","C.051516008","m","30","","U","","False","","0"
"CCA294","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,60 MT. DE DIAMETRO (63 PULGADAS), CALIBRE 10","C.051516010","m","30","","U","","False","","0"
"CCA295","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,60 MT. DE DIAMETRO (63 PULGADAS), CALIBRE 12","C.051516012","m","30","","U","","False","","0"
"CCA296","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,67 MT. DE DIAMETRO (66 PULGADAS), CALIBRE 8","C.051517008","m","30","","U","","False","","0"
"CCA297","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,67 MT. DE DIAMETRO (66 PULGADAS), CALIBRE 10","C.051517010","m","30","","U","","False","","0"
"CCA298","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,67 MT. DE DIAMETRO (66 PULGADAS), CALIBRE 12","C.051517012","m","30","","U","","False","","0"
"CCA299","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,80 MT. DE DIAMETRO (72 PULGADAS), CALIBRE 8","C.051518008","m","30","","U","","False","","0"
"CCA300","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,80 MT. DE DIAMETRO (72 PULGADAS), CALIBRE 10","C.051518010","m","30","","U","","False","","0"
"CCA301","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,90 MT. DE DIAMETRO (75 PULGADAS), CALIBRE 10","C.051519010","m","30","","U","","False","","0"
"CCA302","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 1,90 MT DE DIAMETRO (75 PULGADAS), CALIBRE 8","C.051519008","m","30","","U","","False","","0"
"CCA303","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 2,10 MT DE DIAMETRO (84 PULGADAS), CALIBRE 8","C.051521008","m","30","","U","","False","","0"
"CCA304","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, CON REVESTIMIENTO EPOXICO, DE 2,00 MT DE DIAMETRO (78 PULGADAS), CALIBRE 8","C.051520008","m","30","","U","","False","","0"
"CCA305","S/T/C DE ALCANTARILLAS METALICAS ABOVEDADAS, CON RECUBRIMIENTO EPOXICO, TIPO 2-N CALIBRE 16 (0,61 X 0,41)","C.051600216","m","30","","U","","False","","0"
"CCA306","S/T/C DE ALCANTARILLAS METALICAS ABOVEDADAS, CON RECUBRIMIENTO EPOXICO, TIPO 3-N CALIBRE 14 (0,76 X 0,49)","C.051600314","m","30","","U","","False","","0"
"CCA307","S/T/C DE ALCANTARILLAS METALICAS ABOVEDADAS, CON RECUBRIMIENTO EPOXICO, TIPO 5-N CALIBRE 12 (1,07 X  0,66)","C.051600512","m","30","","U","","False","","0"
"CCA308","S/T/C DE ALCANTARILLAS METALICAS ABOVEDADAS, CON RECUBRIMIENTO EPOXICO, TIPO 8-N CALIBRE 8 (1,83 X  1,12)","C.051601008","m","30","","U","","False","","0"
"CCA309","S/T/C DE ALCANTARILLAS METALICAS ABOVEDADAS, CON RECUBRIMIENTO EPOXICO, TIPO 10-N CALIBRE 10 (1,83 X  1,12)","C.051601010","m","30","","U","","False","","0"
"CCA310","S/T/C DE ALCANTARILLAS METALICAS ABOVEDADAS, CON RECUBRIMIENTO EPOXICO, TIPO 1-N CALIBRE 16 (0,46 X 0,33)","C.051600116","m","30","","U","","False","","0"
"CCA311","S/T/C DE ALCANTARILLA METALICA TUBULAR, GALVANIZADA DE 1,67 M DE DIAMETRO (66 PULGADAS), CALIBRE 8 CON PROTECCION ADICIONAL DE CONCRETO EN 1/4 DE LA SECCION INFERIOR Y REVESTIMIENTO EXTERNO DE PINTURA AFALTICA A EFECTOS DE INCREMENTAR LA VIDA UTIL","C.0511 S/C","m","15","","U","","False","","0"
"CCA312","S/T/C DE ALCANTARILLAS METALICAS TUBULARES, GALVANIZADAS, DE 1,90 MT. DE DIAMETRO (75 PULGADAS), CALIBRE 8 CON PROTECCION ADICIONAL DE CONCRETO EN 1/4 DE LA SECCION INFERIOR Y REVESTIMIENTO EXTERNO DE PINTURA AFALTICA A EFECTOS DE INCREMENTAR LA VIDA UTIL","C.0511 S/C","m","15","","U","","False","","0"
"CCA313","S/T/C DE ALCANTARILLAS METALICAS TUBULARES  DE 2,13 MT. DE DIAMETRO (84 PULGADAS), CALIBRE 8, CON PROTECCION ADICIONAL DE CONCRETO EN 1/4 DE LA SECCION INFERIOR Y REVESTIMIENTO EXTERNO DE PINTURA AFALTICA A EFECTOS DE INCREMENTAR LA VIDA UTIL","C.0511 S/C","m","15","","U","","False","","0"
"CCA314","SUMINISTRO Y COLOCACION DE ALCANTARILLAS TUBULARES DE CONCRETO (CON JUNTA DE MORTERO), DE 2,13 MT. DE DIAMETRO (84 PULGADAS), CLASE 5","C.050221305","m","5,2","","U","","False","","0"
"CCA315","DEMOLICION DE ALCANTARILLAS METALICAS A MANO Y CON RETROEXCAVADORA (MEDIDAS POR AREA DE SU DESARROLLO).","C.0306","m2","90","","U","","False","","0"
"CCA316","DEMOLICION DE ALCANTARILLAS METALICAS A MANO Y CON EXCAVADORA/ JUMBO (MEDIDAS POR AREA DE SU DESARROLLO).","C.0306","m2","100","","U","","False","","0"
"CCA317","REMOCION DE ALCANTARILLAS METALICAS A MANO Y CON EXCAVADORA/ JUMBO (MEDIDAS POR AREA DE SU DESARROLLO).","C.0306","m2","80","","U","","False","","0"
"CCA318","SUMINISTRO Y TRANSPORTE DE TUBERIA DE PVC NORMA DIN 19534, D=315X6.2 MM, JUNTA UNISAFE, PARA ALCANTARILLADO.","U5S/C","m","1","","U","","False","","0"
"CCA319","SUMINISTRO Y COLOCACION DE ALCANTARILLA DE CONCRETO DE 72'"","C.050S/C","m","20","","U","","False","","0"
"CCI001","SUMINISTRO, TRANSPORTE Y COLOCACION DE ELEMENTOS ESPECIALES DE PROTECCION, TIPO SACO CONCRETO, DE UN PESO DE 10 TON, F'C 28 = 120 KG/CM2.","C.070501000","und","5","","U","","False","","0"
"CCI002","SUMINISTRO, TRANSPORTE Y COLOCACION DE ELEMENTOS ESPECIALES DE PROTECCION, TIPO SACO CONCRETO, DE UN PESO DE 9 TON, F'C 28 = 120 KG/CM2.","C.070500900","und","7","","U","","False","","0"
"CCI003","SUMINISTRO, TRANSPORTE Y COLOCACION DE ELEMENTOS ESPECIALES DE PROTECCION, TIPO SACO CONCRETO, DE UN PESO DE 8 TON, F'C 28 = 120 KG/CM2.","C.070500800","und","9","","U","","False","","0"
"CCI004","SUMINISTRO, TRANSPORTE Y COLOCACION DE ELEMENTOS ESPECIALES DE PROTECCION, TIPO SACO CONCRETO, DE UN PESO DE 7 TON, F'C 28 = 120 KG/CM2.","C.070500700","und","11","","U","","False","","0"
"CCI005","SUMINISTRO, TRANSPORTE Y COLOCACION DE ELEMENTOS ESPECIALES DE PROTECCION, TIPO SACO CONCRETO, DE UN PESO DE 6 TON, F'C 28 = 120 KG/CM2.","C.070500600","und","13","","U","","False","","0"
"CCI006","SUMINISTRO, TRANSPORTE Y COLOCACION DE ELEMENTOS ESPECIALES DE PROTECCION, TIPO SACO CONCRETO, DE UN PESO DE 5 TON, F'C 28 = 120 KG/CM2.","C.070500500","und","15","","U","","False","","0"
"CCI007","SUMINISTRO, TRANSPORTE Y COLOCACION DE ELEMENTOS ESPECIALES DE PROTECCION, TIPO SACO CONCRETO, DE UN PESO DE 4 TON, F'C 28 = 120 KG/CM2.","C.070500400","und","20","","U","","False","","0"
"CCI008","SUMINISTRO, TRANSPORTE Y COLOCACION DE ELEMENTOS ESPECIALES DE PROTECCION, TIPO SACO CONCRETO, DE UN PESO DE 3 TON, F'C 28 = 120 KG/CM2.","C.070500300","und","25","","U","","False","","0"
"CCI009","SUMINISTRO, TRANSPORTE Y COLOCACION DE ELEMENTOS ESPECIALES DE PROTECCION, TIPO SACO CONCRETO, DE UN PESO DE 2 TON, F'C 28 = 120 KG/CM2.","C.070500200","und","32","","U","","False","","0"
"CCI010","SUMINISTRO, TRANSPORTE Y COLOCACION DE ELEMENTOS ESPECIALES DE PROTECCION, TIPO SACO CONCRETO, DE UN PESO DE 1 TON, F'C 28 = 120 KG/CM2.","C.070500100","und","32","","U","","False","","0"
"CCI011","COLOCACION DE TUBERIA DE CONCRETO JUNTA DE GOMA DIAM= 6'"","C.0503 S/C","m","95","","U","","False","","0"
"CCI012","COLOCACION DE TUBERIA DE CONCRETO JUNTA DE GOMA DIAM= 8'"","C.0503 S/C","m","83","","U","","False","","0"
"CCI013","COLOCACION DE TUBERIA DE CONCRETO JUNTA DE GOMA DIAM= 10'"","C.0503 S/C","m","72","","U","","False","","0"
"CCI014","COLOCACION DE TUBERIA DE CONCRETO JUNTA DE GOMA DIAM= 12'"","C.0503 S/C","m","70","","U","","False","","0"
"CCI015","COLOCACION DE TUBERIA DE CONCRETO JUNTA DE GOMA DIAM= 16'"","C.0503 S/C","m","57","","U","","False","","0"
"CCI016","COLOCACION DE TUBERIA DE CONCRETO JUNTA DE GOMA DIAM= 18'"","C.0503 S/C","m","42","","U","","False","","0"
"CCI017","COLOCACION DE TUBERIA DE CONCRETO JUNTA DE GOMA DIAM= 21'"","C.0503 S/C","m","35","","U","","False","","0"
"CCI018","COLOCACION DE TUBERIA DE CONCRETO JUNTA DE GOMA DIAM= 24'"","C.0503 S/C","m","31","","U","","False","","0"
"CCI019","COLOCACION DE TUBERIA DE CONCRETO JUNTA DE GOMA DIAM= 28'"","C.0503 S/C","m","32","","U","","False","","0"
"CCI020","COLOCACION DE TUBERIA DE CONCRETO JUNTA DE GOMA DIAM= 32'"","C.0503 S/C","m","27","","U","","False","","0"
"CCI021","SUMINISTRO, TRANSPORTE Y COLOCACION DE TUBERIA DE CONCRETO D=72'" CLASE 6.","E612 S/C","m","12","","U","","False","","0"
"CCI022","COLOCACION DE TUBERIA DE PVC JUNTA DE GOMA DIAM= 6'"","C.05 S/C","m","100","","U","","False","","0"
"CCI023","COLOCACION DE TUBERIA DE PVC JUNTA DE GOMA DIAM= 8'"","C.05 S/C","m","84","","U","","False","","0"
"CCI024","COLOCACION DE TUBERIA DE PVC JUNTA DE GOMA DIAM= 10'"","C.05 S/C","m","62","","U","","False","","0"
"CCI025","COLOCACION DE TUBERIA DE PVC JUNTA DE GOMA DIAM= 12'"","C.05 S/C","m","58","","U","","False","","0"
"CCI026","COLOCACION DE TUBERIA DE PVC JUNTA DE GOMA DIAM= 16'"","C.05 S/C","m","50","","U","","False","","0"
"CCI027","ENVOLTURA DE CONCRETO DE F'C 150 KG/CM2 A LOS 28 DIAS PARA TUBERIA DIAM= 6'".","C.0583 S/C","m","80","","U","","False","","0"
"CCI028","ENVOLTURA DE CONCRETO DE F'C 150 KG/CM2 A LOS 28 DIAS PARA TUBERIA DIAM= 8'".","C.0583 S/C","m","60","","U","","False","","0"
"CCI029","ENVOLTURA DE CONCRETO DE F'C 150 KG/CM2 A LOS 28 DIAS PARA TUBERIA DIAM= 10'".","C.0583 S/C","m","70","","U","","False","","0"
"CCI030","ENVOLTURA DE CONCRETO DE F'C 150 KG/CM2 A LOS 28 DIAS PARA TUBERIA DIAM= 12'".","C.0583 S/C","m","45","","U","","False","","0"
"CCI031","ENVOLTURA DE CONCRETO DE F'C 150 KG/CM2 A LOS 28 DIAS PARA TUBERIA DIAM= 15'".","C.0583 S/C","m","40","","U","","False","","0"
"CCI032","ENVOLTURA DE CONCRETO DE F'C 150 KG/CM2 A LOS 28 DIAS PARA TUBERIA DIAM= 18'".","C.0583 S/C","m","30","","U","","False","","0"
"CCI033","ENVOLTURA DE CONCRETO DE F'C 150 KG/CM2 A LOS 28 DIAS PARA TUBERIA DIAM= 21'".","C.0583 S/C","m","25","","U","","False","","0"
"CCI034","ENVOLTURA DE CONCRETO DE F'C 150 KG/CM2 A LOS 28 DIAS PARA TUBERIA DIAM= 24'".","C.0583 S/C","m","22","","U","","False","","0"
"CCI035","ENVOLTURA DE CONCRETO DE F'C 150 KG/CM2 A LOS 28 DIAS PARA TUBERIA DIAM= 27'".","C.0583 S/C","m","18","","U","","False","","0"
"CCI036","ENVOLTURA DE CONCRETO DE F'C 150 KG/CM2 A LOS 28 DIAS PARA TUBERIA DIAM= 30'".","C.0583 S/C","m","15","","U","","False","","0"
"CCI037","SUMINISTRO, TRANSPORTE Y COLOCACION DE TUBERIA DE CONCRETO D=66'" CLASE 6.","E612 S/C","m","12","","U","","False","","0"
"CCI038","SUMINISTRO, TRANSPORTE Y COLOCACION DE TUBERIA DE CONCRETO D=60'" CLASE 6.","E612 S/C","m","12","","U","","False","","0"
"CCI039","COLOCACION TUBERIA  HIERRO FUNDIDO-HF DUCTIL JUNTA AUTOMATICA, D=400 MM (16'")","C.05 S/C","m","30","","U","","False","","0"
"CCI040","SUMINISTRO, TRANSPORTE E INSTALACION DE MARCO Y TAPA TIPO PESADO DE  HIERRO FUNDIDO - HF","C.S/C","und","15","","U","","False","","0"
"CCI041","COLOCACION TUBERIA HIERRO FUNDIDO HF DUCTIL CLASE K9 NORMA NF 48-820 C/ JUNTA AUTOMATICA, C/COBERTURA INTERNA DE MORT/ CEMENTO Y COBERTURA PROTECCCION EXT. C/LAMINA POLIETILENO P/TERRENO SATURADO. INC. CARGA, TRANSP, DESCARGA Y CORTE TUBO P/ADAPTAR","C.05 S/C","m","40","","U","","False","","0"
"CCI042","COLOCACION TUBERIA HIERRO FUNDIDO HF DUCTIL CLASE K9 NORMA NF 48-820 C/JUNTAS AUTOMATICAS, C/COBERTURA INTERNA DE MORT/ CEMENTO Y COBERTURA PROTECCCION EXT. C/LAMINA POLIETILENO P/TERRENO SATURADO. INC. CARGA, TRANSP, DESCARGA Y CORTE P/ADAPT. TUBERIA","C.05 S/C","m","50","","U","","False","","0"
"CCI043","SUMINISTRO, TRANSPORTE Y COLOCACION DE CODO DE CONCRETO A 45º DE 6'" DE DIAMETRO","C.0502 S/C","pza","10","","U","","False","","0"
"CCI044","SUMINISTRO, TRANSPORTE Y COLOCACION DE CORTES DE YEE DE CONCRETO A 45º DE 6'" DE DIAMETRO","C.0502 S/C","pza","10","","U","","False","","0"
"CCI045","SUMINISTRO, TRANSPORTE Y COLOCACION DE TUBERIA DE CONCRETO D=84'" CLASE 4.","E612 S/C","m","12,5","","U","","False","","0"
"CCI046","COLOCACION TUBERIA  HIERRO FUNDIDO-HF DUCTIL JUNTA AUTOMATICA, D=100 MM (4'")","C.05 S/C","m","97","","U","","False","","0"
"CCI047","COLOCACION TUBERIA  HIERRO FUNDIDO-HF DUCTIL JUNTA AUTOMATICA, D=150 MM (6'")","C.05 S/C","m","85","","U","","False","","0"
"CCI048","COLOCACION TUBERIA  HIERRO FUNDIDO-HF DUCTIL JUNTA AUTOMATICA, D=200 MM (8'")","C.05 S/C","m","60","","U","","False","","0"
"CCI049","COLOCACION TUBERIA  HIERRO FUNDIDO- HF DUCTIL JUNTA AUTOMATICA, D=250 MM (10'")","C.05 S/C","m","50","","U","","False","","0"
"CCI050","COLOCACION TUBERIA  HIERRO FUNDIDO-HF DUCTIL JUNTA AUTOMATICA, D=300 MM (12'")","C.05 S/C","m","45","","U","","False","","0"
"CCI051","SUMINISTRO, TRANSPORTE Y COLOCACION DE TUBERIA DE CONCRETO D=48'" CLASE 6.","E612 S/C","m","12,5","","U","","False","","0"
"CCR001","CONSTRUCCION DE CERCAS DE SIETE (7) HILOS DE ALAMBRE DE PUAS Y ESTANTES DE MADERA.","C.240200200","m","85","","U","","False","","0"
"CCR002","CONSTRUCCION DE CERCAS DE CINCO (5) HILOS DE ALAMBRE DE PUAS Y ESTANTES DE CONCRETO.","C.240200600","m","100","","U","","False","","0"
"CCR003","CONSTRUCCION DE CERCAS DE MALLA CICLON, CALIBRE NRO. 9, SIN ALAMBRE DE PUAS","C.240500109","m","22","","U","","False","","0"
"CCR004","CONSTRUCCION DE CERCAS DE MALLA CICLON, CALIBRE NRO. 10, SIN ALAMBRE DE PUAS","C.240500110","m","22","","U","","False","","0"
