"CodPar","CodIns","CanIns","Deprec","Contad"
"EP1041","ELE022","1","0,01","32707"
"EP1041","SUB071","1","0,009","32708"
"EP1042","ALB002","1","0,025","32709"
"EP1042","ALB066","1","0,02","32710"
"EP1042","ALB097","0,5","0,003","32711"
"EP1042","ALB149","1","0,01","32712"
"EP1042","HER001","2","0,02","32713"
"EP1042","HER048","0,1","0,05","32714"
"EP1042","SUB020","1","0,009","32715"
"EP1043","ALB002","1","0,025","32716"
"EP1043","ALB066","1","0,02","32717"
"EP1043","ALB097","0,5","0,003","32718"
"EP1043","ALB149","1","0,01","32719"
"EP1043","HER001","2","0,02","32720"
"EP1043","HER048","0,1","0,05","32721"
"EP1044","ALB002","1","0,025","32722"
"EP1044","ALB081","2","0,034","32723"
"EP1044","ALB146","1","0,07","32724"
"EP1044","SUB060","1","0,003","32725"
"EP1045","ALB002","1","0,025","32726"
"EP1045","ALB081","2","0,034","32727"
"EP1045","ALB146","1","0,07","32728"
"EP1045","SUB060","1","0,003","32729"
"EP1046","ALB002","2","0,025","32730"
"EP1046","ALB022","1","0,01","32731"
"EP1046","ALB081","2","0,034","32732"
"EP1046","ALB136","1","0,011","32733"
"EP1046","ALB146","1","0,07","32734"
"EP1047","ALB002","2","0,025","32735"
"EP1047","ALB022","1","0,01","32736"
"EP1047","ALB081","2","0,034","32737"
"EP1047","ALB136","1","0,011","32738"
"EP1047","ALB146","1","0,07","32739"
"EP1048","ALB002","1","0,025","32740"
"EP1048","ALB110","1","0,02","32741"
"EP1048","ALB137","1","0,025","32742"
"EP1048","ALB149","1","0,01","32743"
"EP1048","ALB154","1","1","32744"
"EP1048","BOM018","0,5","0,02","32745"
"EP1048","MED015","1","0,02","32746"
"EP1048","PLO018","1","1","32747"
"EP1049","ALB002","2","0,025","32748"
"EP1049","ALB063","1","0,015","32749"
"EP1049","ALB097","1","0,003","32750"
"EP1049","ALB136","1","0,011","32751"
"EP1049","MED001","1","0,01","32752"
"EP1049","SUB017","0,1","1","32753"
"EP1050","ALB079","2","0,034","32754"
"EP1050","COP016","1","0,00252","32755"
"EP1050","COP021","0,5","0,003191","32756"
"EP1050","COP023","0,25","0,003269","32757"
"EP1050","CPT025","2","0,009","32758"
"EP1050","IMP004","2","0,03","32759"
"EP1051","LIM001","1","1","32760"
"EP1052","ALB133","1","0,008","32761"
"EP1052","ALB152","1","0,005","32762"
"EP1052","ARB011","1","0,03","32763"
"EP1052","COP074","0,5","0,004979","32764"
"EP1053","ALB133","1","0,008","32765"
"EP1053","ALB152","1","0,005","32766"
"EP1054","COP010","1","0,003522","32767"
"EP1054","COP016","1","0,00252","32768"
"EP1054","COP020","1","0,00282","32769"
"EP1054","COP023","1","0,003269","32770"
"EP1054","COP050","1","0,002781","32771"
"EP1054","COP074","1","0,004979","32772"
"EP1054","VEH005","1","1","32773"
"EP1055","ALB002","2","0,025","32774"
"EP1055","ALB081","5","0,034","32775"
"EP1055","COP038","1","0,004842","32776"
"EP1056","ALB120","1","0,002","32777"
"EP1056","ALB149","4","0,01","32778"
"EP1056","CON043","1","0,003","32779"
"EP1056","MED001","2","0,01","32780"
"EP1057","ALB149","4","0,01","32781"
"EP1057","ALB179","1","0,03","32782"
"EP1057","CON044","1","0,01","32783"
"EP1057","COP075","0,5","0,004429","32784"
"EP1057","HER001","4","0,02","32785"
"EP1057","HER083","1","0,004","32786"
"EP1057","MED001","3","0,01","32787"
"EP1058","ALB149","4","0,01","32788"
"EP1058","CON053","4","0,02","32789"
"EP1058","HER001","4","0,02","32790"
"EP1058","MED001","3","0,01","32791"
"EP1059","COP055","1","0,00442","32792"
"EP1060","ALB001","4","1","32793"
"EP1060","ALB075","2","0,09","32794"
"EP1060","ALB081","3","0,034","32795"
"EP1060","ALB150","2","0,009","32796"
"EP1060","CON016","1","0,009","32797"
"EP1060","COP038","1","0,004842","32798"
"EP1061","ALB001","4","1","32799"
"EP1061","ALB075","2","0,09","32800"
"EP1061","ALB081","3","0,034","32801"
"EP1061","ALB150","2","0,009","32802"
"EP1061","CON016","1","0,009","32803"
"EP1061","COP038","1","0,004842","32804"
"EP1062","ALB001","4","1","32805"
"EP1062","ALB075","2","0,09","32806"
"EP1062","ALB081","3","0,034","32807"
"EP1062","ALB150","2","0,009","32808"
"EP1062","CON016","1","0,009","32809"
"EP1062","COP038","1","0,004842","32810"
"EP1063","ALB001","4","1","32811"
"EP1063","ALB075","2","0,09","32812"
"EP1063","ALB081","3","0,034","32813"
"EP1063","ALB150","2","0,009","32814"
"EP1063","CON016","1","0,009","32815"
"EP1063","COP038","1","0,004842","32816"
"EP1064","ALB001","4","1","32817"
"EP1064","ALB075","2","0,09","32818"
"EP1064","ALB081","3","0,034","32819"
"EP1064","ALB150","2","0,009","32820"
"EP1064","CON016","1","0,009","32821"
"EP1064","COP038","1","0,004842","32822"
"EP1065","ALB001","1","1","32823"
"EP1065","ALB075","2","0,09","32824"
"EP1065","ALB081","2","0,034","32825"
"EP1065","ALB150","2","0,009","32826"
"EP1066","ALB001","2","1","32827"
"EP1066","ALB022","2","0,01","32828"
"EP1066","ALB075","1","0,09","32829"
"EP1066","ALB081","5","0,034","32830"
"EP1066","ALB163","1","0,0158","32831"
"EP1066","CON016","1","0,009","32832"
"EP1066","COP038","1","0,004842","32833"
"EP1067","ALB001","2","1","32834"
"EP1067","ALB022","2","0,01","32835"
"EP1067","ALB075","1","0,09","32836"
"EP1067","ALB081","5","0,034","32837"
"EP1067","ALB163","1","0,0158","32838"
"EP1067","CON016","1","0,009","32839"
"EP1067","COP038","1","0,004842","32840"
"EP1068","ALB001","2","1","32841"
"EP1068","ALB022","2","0,01","32842"
"EP1068","ALB075","1","0,09","32843"
"EP1068","ALB081","5","0,034","32844"
"EP1068","ALB163","1","0,0158","32845"
"EP1068","CON016","1","0,009","32846"
"EP1068","COP038","1","0,004842","32847"
"EP1069","ALB001","4","1","32848"
"EP1069","ALB075","2","0,09","32849"
"EP1069","ALB081","3","0,034","32850"
"EP1069","ALB150","2","0,009","32851"
"EP1069","CON016","1","0,009","32852"
"EP1069","COP038","1","0,004842","32853"
"EP1070","ALB001","4","1","32854"
"EP1070","ALB075","2","0,09","32855"
"EP1070","ALB081","3","0,034","32856"
"EP1070","ALB150","2","0,009","32857"
"EP1070","CON016","1","0,009","32858"
"EP1070","COP038","1","0,004842","32859"
"EP1071","ALB001","4","1","32860"
"EP1071","ALB075","2","0,09","32861"
"EP1071","ALB081","3","0,034","32862"
"EP1071","ALB150","2","0,009","32863"
"EP1071","CON016","1","0,009","32864"
"EP1071","COP038","1","0,004842","32865"
"EP1072","ALB001","4","1","32866"
"EP1072","ALB075","2","0,09","32867"
"EP1072","ALB081","3","0,034","32868"
"EP1072","ALB150","2","0,009","32869"
"EP1072","CON016","1","0,009","32870"
"EP1072","COP038","1","0,004842","32871"
"EP1073","ALB001","1","1","32872"
"EP1073","ALB075","1","0,09","32873"
"EP1073","ALB081","3","0,034","32874"
"EP1073","ALB146","4","0,07","32875"
"EP1073","ALB150","1","0,009","32876"
"EP1073","CON016","1","0,009","32877"
"EP1073","COP038","1","0,004842","32878"
"EP1074","ALB001","4","1","32879"
"EP1074","ALB075","2","0,09","32880"
"EP1074","ALB081","3","0,034","32881"
"EP1074","CON016","1","0,009","32882"
"EP1074","COP038","1","0,004842","32883"
"EP1074","VEH003","1","0,004","32884"
"EP1075","ALB001","4","1","32885"
"EP1075","ALB075","2","0,09","32886"
"EP1075","ALB081","3","0,034","32887"
"EP1075","CON016","1","0,009","32888"
"EP1075","COP038","1","0,004842","32889"
"EP1076","ALB001","4","1","32890"
"EP1076","ALB075","2","0,09","32891"
"EP1076","ALB081","3","0,034","32892"
"EP1076","ALB150","1","0,009","32893"
"EP1076","CON016","1","0,009","32894"
"EP1076","COP038","1","0,004842","32895"
"EP1077","COP074","1","0,004979","32896"
"EP1077","ESP012","1","1","32897"
"EP1078","ALB101","1","0,035","32898"
"EP1078","ALB164","1","1","32899"
"EP1078","HER048","1","0,05","32900"
"EP1079","COM014","6","1","32901"
"EP1079","COP010","1","0,003522","32902"
"EP1079","COP030","1","0,003268","32903"
"EP1080","COP055","1","0,00442","32904"
"EP1080","ESP033","1","0,0018","32905"
"EP1081","ALB063","1","0,015","32906"
"EP1081","ALB129","1","0,03","32907"
"EP1081","ELE022","1","0,01","32908"
"EP1100","ALB002","1","0,025","32909"
"EP1100","ALB066","1","0,02","32910"
"EP1100","ALB097","0,5","0,003","32911"
"EP1100","ALB149","1","0,01","32912"
"EP1100","HER001","2","0,02","32913"
"EP1100","HER048","0,1","0,05","32914"
"EP1101","ALB002","1","0,025","32915"
"EP1101","ALB066","1","0,02","32916"
"EP1101","ALB097","0,5","0,003","32917"
"EP1101","ALB149","1","0,01","32918"
"EP1101","HER001","2","0,02","32919"
"EP1101","HER048","0,1","0,05","32920"
"EP1102","ALB002","1","0,025","32921"
"EP1102","ALB066","1","0,02","32922"
"EP1102","ALB097","0,5","0,003","32923"
"EP1102","ALB149","1","0,01","32924"
"EP1102","HER001","2","0,02","32925"
"EP1102","HER048","0,1","0,05","32926"
"EP1103","ALB002","1","0,025","32927"
"EP1103","ALB066","1","0,02","32928"
"EP1103","ALB097","0,5","0,003","32929"
"EP1103","ALB149","1","0,01","32930"
"EP1103","HER001","2","0,02","32931"
"EP1103","HER048","0,1","0,05","32932"
"EP1104","ALB002","1","0,025","32933"
"EP1104","ALB066","1","0,02","32934"
"EP1104","ALB097","0,5","0,003","32935"
"EP1104","ALB149","1","0,01","32936"
"EP1104","HER001","2","0,02","32937"
"EP1104","HER048","0,1","0,05","32938"
"EP1105","ALB002","1","0,025","32939"
"EP1105","ALB066","1","0,02","32940"
"EP1105","ALB097","0,5","0,003","32941"
"EP1105","ALB149","1","0,01","32942"
"EP1105","HER001","2","0,02","32943"
"EP1105","HER048","0,1","0,05","32944"
"EP1106","ALB002","1","0,025","32945"
"EP1106","ALB066","1","0,02","32946"
"EP1106","ALB097","0,5","0,003","32947"
"EP1106","ALB149","1","0,01","32948"
"EP1106","HER001","2","0,02","32949"
"EP1106","HER048","0,1","0,05","32950"
"EP1107","ALB002","1","0,025","32951"
"EP1107","ALB066","1","0,02","32952"
"EP1107","ALB097","0,5","0,003","32953"
"EP1107","ALB149","1","0,01","32954"
"EP1107","HER001","2","0,02","32955"
"EP1107","HER048","0,1","0,05","32956"
"EP1108","ALB002","1","0,025","32957"
"EP1108","ALB066","1","0,02","32958"
"EP1108","ALB097","0,5","0,003","32959"
"EP1108","ALB149","1","0,01","32960"
"EP1108","HER001","2","0,02","32961"
"EP1108","HER048","0,1","0,05","32962"
"EP1109","ALB002","1","0,025","32963"
"EP1109","ALB066","1","0,02","32964"
"EP1109","ALB097","0,5","0,003","32965"
"EP1109","ALB149","1","0,01","32966"
"EP1109","HER001","2","0,02","32967"
"EP1109","HER048","0,1","0,05","32968"
"EP1110","ALB002","1","0,025","32969"
"EP1110","ALB066","1","0,02","32970"
"EP1110","ALB097","0,5","0,003","32971"
"EP1110","ALB149","1","0,01","32972"
"EP1110","HER001","2","0,02","32973"
"EP1110","HER048","0,1","0,05","32974"
"EP1111","ALB002","1","0,025","32975"
"EP1111","ALB066","1","0,02","32976"
"EP1111","ALB097","0,5","0,003","32977"
"EP1111","ALB149","1","0,01","32978"
"EP1111","HER001","2","0,02","32979"
"EP1111","HER048","0,1","0,05","32980"
"EP1112","ALB002","1","0,025","32981"
"EP1112","ALB066","1","0,02","32982"
"EP1112","ALB097","0,5","0,003","32983"
"EP1112","ALB149","1","0,01","32984"
"EP1112","HER001","2","0,02","32985"
"EP1112","HER048","0,1","0,05","32986"
"EP1113","ALB002","1","0,025","32987"
"EP1113","ALB066","1","0,02","32988"
"EP1113","ALB097","0,5","0,003","32989"
"EP1113","ALB149","1","0,01","32990"
"EP1113","HER001","2","0,02","32991"
"EP1113","HER048","0,1","0,05","32992"
"EP1114","ALB002","1","0,025","32993"
"EP1114","ALB066","1","0,02","32994"
"EP1114","ALB097","0,5","0,003","32995"
"EP1114","ALB149","1","0,01","32996"
"EP1114","HER001","2","0,02","32997"
"EP1114","HER048","0,1","0,05","32998"
"EP1115","ALB002","1","0,025","32999"
"EP1115","ALB066","1","0,02","33000"
"EP1115","ALB097","0,5","0,003","33001"
"EP1115","ALB149","1","0,01","33002"
"EP1115","HER001","2","0,02","33003"
"EP1115","HER048","0,1","0,05","33004"
"EP1116","ALB002","1","0,025","33005"
"EP1116","ALB066","1","0,02","33006"
"EP1116","ALB097","0,5","0,003","33007"
"EP1116","ALB149","1","0,01","33008"
"EP1116","HER001","2","0,02","33009"
"EP1116","HER048","0,1","0,05","33010"
"EP1117","ALB002","1","0,025","33011"
"EP1117","ALB066","1","0,02","33012"
"EP1117","ALB097","0,5","0,003","33013"
"EP1117","ALB149","1","0,01","33014"
"EP1117","HER001","2","0,02","33015"
"EP1117","HER048","0,1","0,05","33016"
"EP1118","ALB002","1","0,025","33017"
"EP1118","ALB066","1","0,02","33018"
"EP1118","ALB097","0,5","0,003","33019"
"EP1118","ALB149","1","0,01","33020"
"EP1118","HER001","2","0,02","33021"
"EP1118","HER048","0,1","0,05","33022"
"EP1119","ALB002","1","0,025","33023"
"EP1119","ALB066","1","0,02","33024"
"EP1119","ALB097","0,5","0,003","33025"
"EP1119","ALB149","1","0,01","33026"
"EP1119","HER001","2","0,02","33027"
"EP1119","HER048","0,1","0,05","33028"
"EP1120","ALB002","1","0,025","33029"
"EP1120","ALB066","1","0,02","33030"
"EP1120","ALB097","0,5","0,003","33031"
"EP1120","ALB149","1","0,01","33032"
"EP1120","HER001","2","0,02","33033"
"EP1120","HER048","0,1","0,05","33034"
"EP1121","ALB002","1","0,025","33035"
"EP1121","ALB066","1","0,02","33036"
"EP1121","ALB097","0,5","0,003","33037"
"EP1121","ALB149","1","0,01","33038"
"EP1121","HER001","2","0,02","33039"
"EP1121","HER048","0,1","0,05","33040"
"EP1122","ALB002","1","0,025","33041"
"EP1122","ALB066","1","0,02","33042"
"EP1122","ALB097","0,5","0,003","33043"
"EP1122","ALB149","1","0,01","33044"
"EP1122","HER001","2","0,02","33045"
"EP1122","HER048","0,1","0,05","33046"
"EP1123","ALB136","1","0,011","33047"
"EP1123","ALB144","1","0,015","33048"
"EP1123","HER001","1","0,02","33049"
"EP1124","ALB074","1","0,01","33050"
"EP1124","ALB136","1","0,011","33051"
"EP1124","ALB144","1","0,015","33052"
"EP1124","HER001","1","0,02","33053"
"EP1125","ALB074","1","0,01","33054"
"EP1125","ALB136","1","0,011","33055"
"EP1125","ALB144","1","0,015","33056"
"EP1125","HER001","1","0,02","33057"
"EP1126","ALB010","1","1","33058"
"EP1126","MOV018","1","1","33059"
"EP1127","ALB074","1","0,01","33060"
"EP1127","ALB136","1","0,011","33061"
"EP1127","ALB144","1","0,015","33062"
"EP1127","HER001","1","0,02","33063"
"EP1128","ALB074","1","0,01","33064"
"EP1128","ALB136","1","0,011","33065"
"EP1128","HER001","1","0,02","33066"
"EP11282","ALB001","4","1","33067"
"EP11282","ALB075","2","0,09","33068"
"EP11282","ALB081","3","0,034","33069"
"EP11282","ALB150","2","0,009","33070"
"EP11282","CON016","1","0,009","33071"
"EP11282","COP038","1","0,004842","33072"
"EP11290","ALB001","4","1","33073"
"EP11290","ALB075","2","0,09","33074"
"EP11290","ALB081","3","0,034","33075"
"EP11290","ALB150","2","0,009","33076"
"EP11290","CON016","1","0,009","33077"
"EP11290","COP038","1","0,004842","33078"
"EP1132","ALB002","2","0,025","33079"
"EP1132","ALB053","4","0,02","33080"
"EP1132","ALB081","4","0,034","33081"
"EP1132","ALB133","2","0,008","33082"
"EP1132","COP074","0,25","0,004979","33083"
"EP1133","ALB002","2","0,025","33084"
"EP1133","ALB053","4","0,02","33085"
"EP1133","ALB081","4","0,034","33086"
"EP1133","ALB133","2","0,008","33087"
"EP1133","COP074","0,25","0,004979","33088"
"EP1134","ALB002","2","0,025","33089"
"EP1134","ALB053","4","0,02","33090"
"EP1134","ALB081","4","0,034","33091"
"EP1134","ALB133","2","0,008","33092"
"EP1134","COP074","0,25","0,004979","33093"
"EP1135","ALB002","2","0,025","33094"
